fy,firm,state,city,penalty_usd,source_url,raw
FY2018,"Actions $40,000 or More HBW Properties, Inc",MD,
FY2018,Willard D. Zirkle and Lora H. Zirkle,WV,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,"Renovation Realty, Inc",CA,,
FY2018,"Actions $30,000 or More RFN Enterprise, Inc",VA,
FY2018,Kentwood Land Trust and Howard Land Trust,PA,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,Abbotts Fire & Flood,CO,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,"True View Window & Glass Block, Inc",AZ,,
FY2018,"Actions $20,000 or More Metropolitan Management Group, Inc",PA,
FY2018,"Global Home Improvements, Inc",PA,,
FY2018,"Rentlhousn4U, LLC",VA,,
FY2018,"T.S.G. Construction, LLC",VA,,
FY2018,Thomas & Judith Murray,WA,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,"DMC Residential, Inc d/b/a Property Restoration Services",CA,,
FY2018,"Actions $10,000 or More Bogy Construction, LLC",NJ,
FY2018,"Boston Design and Construction Co., Inc",PA,,
FY2018,"Air Tight Home Improvement, Inc. d/b/a Chapman Windows and Doors",PA,,
FY2018,"Crocker & Little Properties, Inc",MD,,
FY2018,"Perfect Painters and More, Inc",MD,,
FY2018,"Two Point Construction, LLC",MD,,
FY2018,"Hunt & Walsh, Inc",VA,,
FY2018,"J.H. Two, L.C., t/a Jerry Harris Remodeling",VA,
FY2018,"Jack's Wholesale Windows and Design of Schoolcraft, Inc",MI,,
FY2018,Penny Window Co,MO,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,"Rick Ahring Construction Services, Inc",MO,,
FY2018,Home Improvement Consulting Group Inc. d/b/a Energy Pro Windows & Siding,MO,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,"Thermal King Windows, Inc",MO,,
FY2018,"Empire Construction Group, LLC",KS,,
FY2018,"Sheffield Homes Finished Basements and More, LLC",CO,,
FY2018,"Holtzman Home Improvement, LLC",AZ,,
FY2018,"Reve Exteriors, LLC",ID,,
FY2018,"Actions Less Than $10,000 Northeast Rental Housing, LLC",ME,
FY2018,De Jesus Stucco & General Construction Corp,NY,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,Donald Bucciarelli,NJ,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,"Utica Painting Co., Inc",NY,,
FY2018,"Camp Rosmarin, Inc",NY,,
FY2018,"Distinct Construction, Inc",PA,,
FY2018,Sean & Marcy McCann,PA,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,"Rozzi, Brothers, Inc",PA,
FY2018,Terry Mantle and Dolores Mantle,PA,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,Kevin M. Coyne d/b/a Coyne Masonry,PA,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,"Custom Contractors & Remodeling, Inc",MD,,
FY2018,"Windsor Contractors, Inc",MD,,
FY2018,"MAPRO Builders, LLC",DC,,
FY2018,"Jordan’s Land and Rentals, LLC",WV,,
FY2018,"The EI Group, Inc",NC,,
FY2018,"Ellis Barbour & Sons, Inc",NC,,
FY2018,The CASE Institute,SC,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,"BC Improvements, LLC",SC,,
FY2018,"Phase One Consultants, LLC",TN,,
FY2018,"Resolution, Inc",TN,,
FY2018,Window Works of Chattanooga,TN,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,"Infinity Construction, LLC",TN,,
FY2018,Collier Construction,TN,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,"National Environmental Solutions, Inc",GA,,
FY2018,"Strategic Management Partners, LLC d/b/a Magnolia Woods Apartments",GA,,
FY2018,"Emory Woods Apartments, Ltd",GA,,
FY2018,"Accelerated Risk Management, LLC",AL,,
FY2018,"Boss Construction School, Inc",FL,,
FY2018,"Koning Enterprises, Inc. d/b/a Contractors Institute",FL,,
FY2018,"Paul Davis Restoration, Inc",FL,,
FY2018,Lee’s Glass & Window Works,FL,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,Window World of Pensacola,FL,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
FY2018,"Mr. Build, Inc",FL,,
FY2018,New South Window Solutions,FL,,,https://www.epa.gov/enforcement/epas-lead-based-paint-enforcement-helps-protect-children-and-vulnerable-communities-2018
