npdes_id,facility_name,address,city,state,zip,lat,lng,lifetime_qtrs_any_snc,current_pollution_snc_streak,first_snc_qtr,enforcement_status
MOG940248,PILOT TRAVEL CENTERS FACILITY #443,6676 MO 13,HIGGINSVILLE,MO,64037,39.004003,-93.73401,8,8,20243,no_formal_or_informal_action_since_2023-05
LA0075086,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- CHERRYWOOD & LONE OAK PARK",168 S CHERRYWOOD LANE,PEARL RIVER,LA,70452,30.353056,-89.761389,75,3,20021,no_formal_or_informal_action_since_2023-05
CO0049038,FOUNDRY 2 ST,E 2 ST AND N CLEVELAND AVE,LOVELAND,CO,80537,40.3938,-105.074,12,8,20233,no_formal_or_informal_action_since_2023-05
ME0100749,WINTERPORT WWTF,34 SAMPSON ST,WINTERPORT,ME,04496,44.634611,-68.845639,55,55,20124,no_formal_or_informal_action_since_2023-05
WV0066231,MORRIS FORK PLANT AND BELCHER REFUSE,RT 57/10 BLUE CREEK,CLENDENIN,WV,25045,38.3508,-81.3472,24,10,20201,no_formal_or_informal_action_since_2023-05
CO0023132,HENDERSON LAGOON FACILITY,APPRX 1/4 MI NE OF TOWN,RIO GRANDE COUNTY,CO,81144,37.58195,-106.129360,28,15,20014,no_formal_or_informal_action_since_2023-05
LAG540109,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- LEXINGTON HEIGHTS","KIDDER RD, OFF HWY 726",CARENCRO,LA,70593,30.365278,-92.020556,96,96,20023,no_formal_or_informal_action_since_2023-05
MO0128856,CLOVER HILL ESTATES WWTP,COUNTY ROAD 302,JACKSON,MO,63755,37.4040863,-89.633418,4,3,20244,no_formal_or_informal_action_since_2023-05
PR0026042,"VILLAS DEL GIGANTE, CAROLINA",INTERCEPT OF PR-852 & PR-853,CAROLINA,PR,00985,18,-56.166667,71,7,20032,no_formal_or_informal_action_since_2023-05
WV1017969,PEACH ORCHARD SURFACE MINE NO. 5,2112 LEATHERWOOD RD,BICKMORE,WV,25019,38.3419,-81.0556,34,18,20181,no_formal_or_informal_action_since_2023-05
NY0267422,SPIN CITY SUPER LAUNDROMAT,1597 MANATUCK BLVD,BAY SHORE,NY,11706,+40.755889,-73.270389,48,48,20143,no_formal_or_informal_action_since_2023-05
CO0000213,NEW HORIZON MINE,27646 W 5 AVE,NUCLA,CO,81424,38.291667,-108.583333,24,8,20103,no_formal_or_informal_action_since_2023-05
WVG550725,DAVIS MOBILE HOME PARK,89 BOTTOM VIEW DRIVE,SALEM,WV,26426,39.3006,-80.5069,27,12,20181,no_formal_or_informal_action_since_2023-05
CTUIC0263,"FEDEX GROUND PACKAGE SYSTEM,INC.",350 RUBY ROAD,WILLINGTON,CT,06279-2413,41.91938,-72.26041,6,3,20251,no_formal_or_informal_action_since_2023-05
LAG560123,TIMBER TRAILS SUBDIVISION,OFF US HWY 71,ALEXANDRIA,LA,71307,31.406111,-92.483333,16,3,20141,no_formal_or_informal_action_since_2023-05
LAG541883,"DUCK INN, LLC - MIKE ANDERSON'S: PRAIRIEVILLE",16400 AIRLINE HWY,PRAIRIEVILLE,LA,70769,30.308408,-90.975253,25,4,20201,no_formal_or_informal_action_since_2023-05
WA0050229,"WAPATO, CITY OF - WAPATO WWTP",68172 HIGHWAY 97 (YAKAMA RESERVATION),WAPATO,WA,98951,46.433056,-120.421389,85,14,20013,no_formal_or_informal_action_since_2023-05
IDR10C1F8,HEXON ROAD BRIDGE,HEXON ROAD,PARMA,ID,83660,43.78159,-116.97233,4,4,20253,no_formal_or_informal_action_since_2023-05
LAG540737,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- MIDWAY",5 MILES NORTH OF HWY 1,THIBODAUX,LA,70302,29.815278,-90.896667,101,101,20012,no_formal_or_informal_action_since_2023-05
ARG640021,BRECKENRIDGE-UNION WATER TREATMENT FACILITY,6315 HWY 17 SOUTH,SHOFFNER,AR,72112,35.474861,-91.230222,55,7,20083,no_formal_or_informal_action_since_2023-05
MO0097543,"CHAMP LANDFILL COMPANY, LLC",2305 CREVE COEUR MILL RD,MARYLAND HEIGHTS,MO,63043,38.7370303,-90.464333,28,8,20181,no_formal_or_informal_action_since_2023-05
LAG540837,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- LA PLACE MAISON",CORMIER RD & BREAUX RD,CARENCRO,LA,70593,30.340833,-92.055556,96,96,20023,no_formal_or_informal_action_since_2023-05
PA0221627,STONE RIDGE PARK MHP,7473 SHARON MERCER RD LOT 12,MERCER,PA,16137-6509,41.235,-80.333056,12,5,20221,no_formal_or_informal_action_since_2023-05
IL0027341,"MT. VERNON STP, CITY OF",105 EAST PERKINS AVENUE,MOUNT VERNON,IL,62864,38.305278,-88.886667,4,0,20253,no_formal_or_informal_action_since_2023-05
LA0020419,PORT BARRE TOWN OF - WWTP,125 JEAN ST,PORT BARRE,LA,70577,30.55346,-91.96084,76,7,19961,no_formal_or_informal_action_since_2023-05
MO0130249,PCSD NO. 1 NORTHERN HEIGHTS ESTATES WWTP,19545 LILLY LN.,WAYNESVILLE,MO,65583,37.8559429,-92.201723,28,7,20162,no_formal_or_informal_action_since_2023-05
OH0137430,"HUHTAMAKI, INC.",5566 NEW VIENNA RD,NEW VIENNA,OH,45159,39.320942,-83.684918,10,3,20082,no_formal_or_informal_action_since_2023-05
OH0136077,TRILLIUM FARM HOLDINGS LLC - HATCHERY BREEDER PULLET,10214 CROUSE WILLISON RD,JOHNSTOWN,OH,43031,40.197991,-82.644065,18,7,20192,no_formal_or_informal_action_since_2023-05
WA0052434,BUCKHORN MOUNTAIN MINE,APPROX 3.5 MILES  EAST OF CHESAW,CHESAW,WA,98844,48.9457932,-118.98468,46,46,20151,no_formal_or_informal_action_since_2023-05
MAG580032,BATTLE ROAD FARM WWTF,39 INDIAN CAMP LANE,LINCOLN,MA,01773,42.458333,-71.291667,15,14,20223,no_formal_or_informal_action_since_2023-05
WV1020889,WESTRIDGE NO. 3 SURFACE MINE,US RT 119 SOUTH SHAFFER ROAD,MADISON,WV,25130,38.0939,-81.9678,37,24,20172,no_formal_or_informal_action_since_2023-05
IL0070351,4 STAR MHP STP,2776 EAST 2625 ROAD,MARSEILLES,IL,61341,41.336667,-88.661667,114,48,19961,no_formal_or_informal_action_since_2023-05
IDR053135,VALLEY PAVING AND ASPHALT - MCCALL FACILITY,350 W DIENHARD LN,MCCALL,ID,83638,44.896270,-116.123080,6,6,20251,no_formal_or_informal_action_since_2023-05
MO0111937,FCPWSD NO. 3 LITTLE FOX CREEK WWTP,FOX CREEK DRIVE,LABADIE,MO,63055,38.5015813,-90.790137,6,4,20243,no_formal_or_informal_action_since_2023-05
LA0081809,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- PLANTATION TRACE",217 LEIGHTON QUARTERS RD,THIBODAUX,LA,70301,29.791944,-90.853611,68,3,20014,no_formal_or_informal_action_since_2023-05
OH0103063,WINKING LIZARD OF PENINSULA,1615 MAIN STREET,PENINSULA,OH,44264,41.241667,-81.549444,39,3,20034,no_formal_or_informal_action_since_2023-05
IDG131016,IDAHO DEPARTMENT OF FISH AND GAME - HAYSPUR FISH HATCHERY,71 HAYSPUR LANE,BELLEVUE,ID,83313,43.339923,-114.147158,7,6,20233,no_formal_or_informal_action_since_2023-05
WI0023523,CAMBRIA WASTEWATER TREATMENT FACILITY,"200 CTH  P , CAMBRIA, WISCONSIN",CAMBRIA,WI,53923,43.543333,-89.108333,60,4,19961,no_formal_or_informal_action_since_2023-05
IA0082651,"MANSON, CITY OF WTP",1015 13TH STREET,MANSON,IA,50563,42.53003,-94.53333,12,5,20204,no_formal_or_informal_action_since_2023-05
NHG910104,FREUDENBERG-NOK SEALING TECHNOLOGIES,450 PLEASANT STREET,BRISTOL,NH,03222,43.585172,-71.754058,11,11,20234,no_formal_or_informal_action_since_2023-05
MO0132977,RIDGEVIEW ESTATES WWTF,350 FT. NE OF INTERSECTION OF COUNTY RD,FAIR GROVE,MO,65648,37.4353104,-93.1078150,28,7,20153,no_formal_or_informal_action_since_2023-05
NY0020184,HADLEY (T) STP,WOODWARD AVENUE EXTENSION,HADLEY,NY,12835,43.320694,-73.849583,8,7,20241,no_formal_or_informal_action_since_2023-05
MO0140171,SUMMER BAY WWTF,MAJESTIC DRIVE,BRANSON,MO,65616,36.621702,-93.307946,6,5,20251,no_formal_or_informal_action_since_2023-05
COG591014,ROMEO WWTF,127500 15 RD,ROMEO,CO,81148,37.17583,-105.83056,7,0,20244,no_formal_or_informal_action_since_2023-05
OH0025941,VILLAGE OF KINGSTON WWTP,COUNTY LINE ROAD,KINGSTON,OH,45644,39.483333,-82.925833,49,18,19961,no_formal_or_informal_action_since_2023-05
MOGDS0219,REHOPE FARM,25713 SOUTH STATE ROUTE K,HARRISONVILLE,MO,64701,38.648027,-94.226135,4,4,20253,no_formal_or_informal_action_since_2023-05
LAG540099,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- CYPRESS POINT",LYNNEDALE LOOP OFF OF CAMPISI & HWY 694,PERRY,LA,70593,29.952222,-92.168611,101,101,20012,no_formal_or_informal_action_since_2023-05
MAG580039,CHARLTON W W T P,JUNCTION ROUTES 20 AND 169,CHARLTON,MA,01509,42.140833,-71.995556,7,4,20243,no_formal_or_informal_action_since_2023-05
IDG130006,RIVERENCE PROVISIONS - CRYSTAL SPRINGS FISH HATCHERY,2288 NIAGARA SPRINGS ROAD,WENDELL,ID,83355,42.6589379,-114.643584,8,6,20022,no_formal_or_informal_action_since_2023-05
MOGD00573,PALACE LANE ESTATES WWTF,ARMSTEAD ROAD,OSAGE BEACH,MO,65047,38.1427814,-92.581054,8,4,20222,no_formal_or_informal_action_since_2023-05
KS0080195,KANSAS CITY (PLANT NO. 20) WWTP,2443 S 88TH ST,KANSAS CITY,KS,66111,39.05614,-94.78157,16,3,19963,no_formal_or_informal_action_since_2023-05
LAG780037,"SOUTH SHREVEPORT LANDFILL, LLC. ",687 MT. ZION RD,SHREVEPORT,LA,71106,32.408333,-93.771972,36,5,20162,no_formal_or_informal_action_since_2023-05
MAG912067,CUSHING VILLAGE,102-104 TRAPELO ROAD,BELMONT,MA,02478,42.380472,-71.175022,10,0,20241,no_formal_or_informal_action_since_2023-05
ILG580193,HOLIDAY SHORES SANITARY DISTRICT STP,T. 5N. R. 7W SECTION 6NW1/4,EDWARDSVILLE,IL,62025,38.903333,-89.92,65,6,20033,no_formal_or_informal_action_since_2023-05
LAG470360,BOTTOM LINE EQUIPMENT LLC,1000 WINNERS RD,SULPHUR,LA,70665,30.361944,-93.538611,9,5,20193,no_formal_or_informal_action_since_2023-05
WV0048861,TYLER COUNTY PSD,NORTH STATE RT 2,FRIENDLY,WV,26146,39.5217,-81.0567,36,4,20061,no_formal_or_informal_action_since_2023-05
MO0130427,LCPWSD #3 HICKORY HILLS WWTP,PLEASANT DR TERMINUS,LEBANON,MO,65536,37.6606979,-92.622088,29,0,20174,no_formal_or_informal_action_since_2023-05
NY0266892,FJM OF HOLBROOK,310 MAIN STREET,HOLBROOK,NY,11741,40.811111,-73.079722,34,8,20174,no_formal_or_informal_action_since_2023-05
LA0124958,NATIONAL WATER INFRASTRUCTURE LLC - PELICAN CROSSING RIVER RIDGE & ASCENSION TRA,7020 PELICAN CROSSING DR,GONZALES,LA,70737,30.163889,-90.911667,11,8,20152,no_formal_or_informal_action_since_2023-05
MD3429M03,MOUNTAIN CHRISTIAN CHURCH,1824 MOUNTAIN ROAD,JOPPA,MD,21085,+39.757222,-77.702222,36,4,20092,no_formal_or_informal_action_since_2023-05
