npdes_id,facility_name,address,city,state,zip,lat,lng,lifetime_qtrs_any_snc,current_pollution_snc_streak,first_snc_qtr,enforcement_status
LAG540117,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- RAY HEIGHTS",ELIE DR,LAFAYETTE,LA,70593,30.0775,-92.006667,101,101,20012,no_formal_or_informal_action_since_2023-05
MS0046906,O B CURTIS WATER TREATMENT PLANT,100 O B CURTIS DRIVE,RIDGELAND,MS,39157,32.403500,-90.088833,60,7,19971,no_formal_or_informal_action_since_2023-05
IA0043176,RUSSELL CITY OF STP,UNKNOWN,RUSSELL,IA,50238,40.97887,-93.18555,39,5,19962,no_formal_or_informal_action_since_2023-05
MO0101788,NESTLE PURINA PETCARE COMPANY,22450 STATE HIGHWAY Y,BLOOMFIELD,MO,63825,36.9586391,-89.868087,13,3,20162,no_formal_or_informal_action_since_2023-05
MO0120022,MAWC MAPLE LEAF WWTF,11044 MAPLE LEAF LANE,HOLTS SUMMIT,MO,65043,38.6597244,-92.080475,6,5,20242,no_formal_or_informal_action_since_2023-05
LAG540097,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- COUNTRY RUN",COUNTRY RUN DR,LAFAYETTE,LA,70593,30.106389,-91.964444,100,100,20013,no_formal_or_informal_action_since_2023-05
AR0037249,HOLIDAY ISLAND SUBURBAN IMPROVEMENT DISTRICT WWTP,8 ELM LANE,HOLIDAY ISLAND,AR,72631,36.499194,-93.751278,72,4,19961,no_formal_or_informal_action_since_2023-05
LAG540068,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- OAK SHADOWS",PINOAK DR,GARDNER,LA,71431,31.295,-92.621944,101,101,20012,no_formal_or_informal_action_since_2023-05
WV0082759,OH/ INW/ BH/ NE 001-004,EAGLE SCHOOL,MARTINSBURG,WV,25402,39.4667,-77.9361,74,11,20061,no_formal_or_informal_action_since_2023-05
WV0096148,KERMIT REFUSE IMPOUNDMENT & DEEP MINE,"ROUTE 52, BURNING CREEK AT KERMIT",MATEWAN,WV,25678,37.8275,-82.3811,26,5,20181,no_formal_or_informal_action_since_2023-05
CA0048127,LOMPOC REGIONAL WWRF,1801 WEST CENTRAL AVE,LOMPOC,CA,93436,34.662028,-120.483667,8,0,20053,no_formal_or_informal_action_since_2023-05
MD3724X17,FORT WHALEY CAMPGROUND,11224 DALE ROAD,WHALEYVILLE ,MD,21872,38.38241,-75.31313,14,3,20211,no_formal_or_informal_action_since_2023-05
LAG560189,ROSELAND TRACE SUBD WWTP,4500 ROSEDALE RD   (LA 76),PORT ALLEN,LA,70767,30.468056,-91.271111,7,4,20221,no_formal_or_informal_action_since_2023-05
LAG540052,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- WINDY HEIGHTS",HERITAGE RD LOT 10,YOUNGSVILLE,LA,70898,30.113333,-91.976944,101,101,20012,no_formal_or_informal_action_since_2023-05
ILG640179,PENFIELD WATER DISTRICT TREATMENT PLANT,CORNER OF SOUTH STREET AND FRANKLIN STREET,PENFIELD,IL,61862,40.303056,-87.944722,49,7,19993,no_formal_or_informal_action_since_2023-05
OH0012581,CARDINAL OPERATING COMPANY - CARDINAL PLANT,306 COUNTY ROAD 7E,BRILLIANT,OH,43913,40.255,-80.639167,17,6,19992,no_formal_or_informal_action_since_2023-05
MO0117129,PIEDMONT INDUSTRIAL PARK,HWY 49 NORTH AND SUGAR CREEK RD. INTERSE,PIEDMONT,MO,63957,37.1850594,-90.70064,19,4,20183,no_formal_or_informal_action_since_2023-05
ILG640244,WAGGONER WATER DEPARTMENT,COUNTY HIGHWAY 16,WAGGONER,IL,62572,39.383056,-89.660278,9,4,20233,no_formal_or_informal_action_since_2023-05
MAG912068,MISSION PARK GARAGE,10 VINING STREET,BOSTON,MA,02115,42.334732,-71.108743,12,10,20233,no_formal_or_informal_action_since_2023-05
MO0128091,HIGHLANDVILLE WWTP,FLEAMARKET ROAD,HIGHLANDVILLE,MO,65669,36.9136388,-93.281084,19,8,20171,no_formal_or_informal_action_since_2023-05
WV0024856,THOMAS CITY OF,DOUGLAS RD. 0.4 MILE FROM WV RT. 32,THOMAS,WV,26292,39.1453,-79.5028,69,7,19993,no_formal_or_informal_action_since_2023-05
GA0036820,"CLEVELAND, CITY OF (CLEVELAND WPCP)",558 JESS HUNT RD,CLEVELAND,GA,30528,34.605917,-83.795364,16,16,20223,no_formal_or_informal_action_since_2023-05
WVG980141,I-81 SOUTH BOUND REST STOP,I-81 SOUTH,MARTINSBURG,WV,25401,39.5858,-77.8489,4,3,20184,no_formal_or_informal_action_since_2023-05
IL0028126,"CHRISMAN STP, CITY OF",700 EAST WASHINGTON AVENUE,CHRISMAN,IL,61924,39.81,-87.665,86,24,19963,no_formal_or_informal_action_since_2023-05
MAG580043,MANCHESTER WASTEWATER TREATMENT FACILITY,12 CHURCH STREET,MANCHESTER,MA,01944,42.5736051,-70.7720144,4,4,20253,no_formal_or_informal_action_since_2023-05
LAG570408,"NATIONAL WATER INFRASTRUCTURE, LLC - ACADEMY HEIGHTS","HWY 931, 0.5 MI E OF HWY 44",PRAIRIEVILLE,LA,70769,30.281389,-90.900806,39,5,20102,no_formal_or_informal_action_since_2023-05
LAG540239,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- DUGAS",S END OF PARKSIDE DRIVE,THIBODAUX,LA,70302,29.776389,-92.168611,100,100,20013,no_formal_or_informal_action_since_2023-05
MO0126195,MORLEY WWTF,CO RD 408,MORLEY,MO,63767,37.0485795,-89.590109,27,12,20171,no_formal_or_informal_action_since_2023-05
LAG540119,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- SANDEST PLAZA",NEXT TO 125 COUNTRY LANE,LAFAYETTE,LA,70593,30.146944,-92.018611,105,101,20001,no_formal_or_informal_action_since_2023-05
LAG570293,"NATIONAL WATER INFRASTRUCTURE, LLC - BAYOU ESTATES SUBDIVISION STP",11287 PEGGY ST.,SAINT AMANT,LA,70769,30.225556,-90.863889,43,4,20102,no_formal_or_informal_action_since_2023-05
WVG550699,UPPER TRACT PENDLETON COUNTY INDUSTRIAL PARK,28 INDUSTRIAL PARK ROAD,UPPER TRACT,WV,26866,38.7847,-79.2847,18,7,20181,no_formal_or_informal_action_since_2023-05
NYR00C354,BROCKWAY PLACE TRANSFER STATION,41 BROCKWAY PLACE,WHITE PLAINS,NY,10601,41.0354137,-73.755416,15,9,20224,no_formal_or_informal_action_since_2023-05
LA0107000,WINN CORRECTIONAL CENTER,HWY 560,WINNFIELD,LA,71483,31.845,-92.781944,8,3,20012,no_formal_or_informal_action_since_2023-05
LAG780002,"WASTE PRO OF LOUISIANA, INC - KV LANDFILL",5900 LA HWY 3127,KILLONA,LA,70066,30.003028,-90.311,25,3,20173,no_formal_or_informal_action_since_2023-05
PA0052728,TURKEY HILL MINIT MARKET STP,300 WEST KINGS HIGHWAY,COATESVILLE,PA,19320,40.003333,-75.810556,19,16,20183,no_formal_or_informal_action_since_2023-05
IL0026697,STELLE COMMUNITY ASSOCIATION STP,144 SUN STREET,STELLE,IL,60919,40.941667,-88.161667,88,39,19962,no_formal_or_informal_action_since_2023-05
LAG540067,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- PLANTATION GARDENS","ON KNOTTAWAY DR, EXT; OFF LA 3",SUNSHINE,LA,70780,30.296111,-91.106111,101,101,20012,no_formal_or_informal_action_since_2023-05
PR0026310,"CONSEJO DE CONDOMINIOS COSTEROS, INC.",DEVELOPMENT CORP. STATE RD 968,RIO GRANDE,PR,00631,18.392722,-65.770028,63,17,20063,no_formal_or_informal_action_since_2023-05
LA0127790,"AMT LA, LLC ",19134 LIVE OAK RD,ABBEVILLE,LA,70000,29.874795,-92.128418,4,4,20253,no_formal_or_informal_action_since_2023-05
NY0284289,MOUNT PLEASANT WATER SUPPLY TREATMENT FACILITY,MOUNT PLEASANT AND HUNTINGTON DRIVE,"CAZENOVIA, TOWN OF",NY,13035,42.992778,-75.883056,12,3,20211,no_formal_or_informal_action_since_2023-05
WVG551151,CARVER/TRANSPORTATION OFFICE,13202 RIVER ROAD,WELLSBURG,WV,26070,40.2628,-80.6153,13,5,20174,no_formal_or_informal_action_since_2023-05
WVG640076,COOPERS ROCK STATE PK,ROUTE 1 BOX 270,BRUCETON MILLS,WV,26525,39.6439,-79.7928,26,3,20174,no_formal_or_informal_action_since_2023-05
LAG560083,RIVER RIDGE SUBDIVISION,END OF RIVER RD,BENTON,LA,71006,32.657222,-93.727222,24,4,20094,no_formal_or_informal_action_since_2023-05
MAG640017,LYNNFIELD CENTER WD - PS3,83 PHILLIPS ROAD,LYNNFIELD,MA,01940,42.545279,-71.04799,11,7,20144,no_formal_or_informal_action_since_2023-05
CO0020451,FRISCO SANITATION DISTRICT WWTF,111 S SUMMIT BLVD,FRISCO,CO,80443,39.57558,-106.0911,13,0,20224,no_formal_or_informal_action_since_2023-05
LA0091413,"HI-SEAS OF DULAC, INC. - SHRIMP DOCK",8345 SHRIMPERS ROW,DULAC,LA,70353,29.371667,-90.72,10,3,20211,no_formal_or_informal_action_since_2023-05
MA0100986,EAST FITCHBURG WWTF,24 LANIDES LANE,FITCHBURG,MA,01420,42.5471726,-71.7522604,81,6,19971,no_formal_or_informal_action_since_2023-05
NY0279781,NEW SPS CROSSFOLDS LLC,360 MORELAND RD,HAUPPAUGE,NY,11725,40.813889,-73.272222,21,4,20192,no_formal_or_informal_action_since_2023-05
WVG550805,PHIBRO WILLOW ISLAND,ONE DUGGAR DRIVE,WILLOW ISLAND,WV,26134,39.3533,-81.3136,30,30,20191,no_formal_or_informal_action_since_2023-05
AKG571038,WATERFALL CREEK SUBDIVISION SEWER OUTFALLS,NORTH TONGASS HIGHWAY & CASCADE RD,KETCHIKAN,AK,99901,55.492466,-131.760906,74,0,20063,no_formal_or_informal_action_since_2023-05
MO0126292,BUTTERFIELD WWTF,10601 W 5TH ST,BUTTERFIELD,MO,65625,36.74842,-93.908385,18,0,20191,no_formal_or_informal_action_since_2023-05
ILG640081,"DOVER WTP, VILLAGE OF",104 W WASHINGTON ST,DOVER,IL,61323,41.431667,-89.39,62,36,20073,no_formal_or_informal_action_since_2023-05
MS0021873,"UNIVERSITY OF MISSISSIPPI, THE",158 HICKORY LANE,OXFORD,MS,38677,34.358333,-89.544083,21,11,20053,no_formal_or_informal_action_since_2023-05
MO0125237,VILLAGE OF PHILLIPSBURG WWTF,301 WEST PINE,PHILLIPSBURG,MO,65722,37.5526969,-92.782142,18,9,20194,no_formal_or_informal_action_since_2023-05
ND0026310,GUARDIAN ENERGY HANKINSON,9230 COUNTY ROAD 1,HANKINSON,ND,58041,46.072589,-96.879371,4,4,20253,no_formal_or_informal_action_since_2023-05
ILG640012,WHITE HEATH WATER WORKS WTP,208 N MERIDIAN,WHITE HEATH,IL,61884,40.087222,88.000000,37,6,20131,no_formal_or_informal_action_since_2023-05
MO0102318,CLEVER WWTF,0.06 MILES SOUTH ON OLD WIRE RD,CLEVER,MO,65631,37.0259711,-93.479718,20,0,20164,no_formal_or_informal_action_since_2023-05
NM0031011,SAN FELIPE PUEBLO WASTEWATER TREATMENT PLANT,76 TAOS ROAD,SAN FELIPE PUEBLO,NM,87001,35.399722,-106.450028,3,3,20254,no_formal_or_informal_action_since_2023-05
LAG751217,"WHITE WATER EXPRESS CAR WASH I, LLC: CORTANA",9260 CORTANA PLACE,BATON ROUGE,LA,70808,30.460000,-91.088889,3,3,20254,no_formal_or_informal_action_since_2023-05
MAG912195,175 WYMAN STREET - WALTHAM,175 WYMAN STREET,WALTHAM,MA,02452,42.401318,-71.256885,3,0,20254,no_formal_or_informal_action_since_2023-05
LAG470083,VAN TROW OLDSMOBILE TOYOTA & CADILLAC INC.,2015 LOUISVILLE AVE,MONROE,LA,71211,32.519444,-92.102778,20,19,20212,no_formal_or_informal_action_since_2023-05
CO0041351,FORT MORGAN FACILITY,18317 HIGHWAY 144,MORGAN COUNTY,CO,80701,40.25,-103.811111,44,14,20142,no_formal_or_informal_action_since_2023-05
MOGDS0137,CONFLUENCE RIVERS - BERKSHIRE GLENN WWTF,NE 120TH STREET,KEARNEY,MO,64060,39.3104955,-94.404614,6,6,20251,no_formal_or_informal_action_since_2023-05
LAG542404,CAPITOL DEVELOPMENT LLC - SPRING STRIP MALL,17405 AIRLINE HWY,PRAIRIEVILLE,LA,70769,30.326522,-90.981853,6,4,20243,no_formal_or_informal_action_since_2023-05
NY0079367,TALL OAKS STP,111 COLLEGE RD,SELDEN,NY,11784,40.852278,-73.043639,72,49,20042,no_formal_or_informal_action_since_2023-05
MO0126721,EAGLE BLUFFS ESTATES HOA WWTP,INTERSECTION OF NEW EAGLES TRAIL AND,LAMPE,MO,65681,36.6144469,-93.505415,9,3,20222,no_formal_or_informal_action_since_2023-05
CTUIC0120,SOUTHBURY PLAZA,100 MAIN ST N,SOUTHBURY,CT,06488-3839,41.47939,-73.21332,14,6,20213,no_formal_or_informal_action_since_2023-05
MOGDS0062,MYETTA WOODS SUBDIVISION WWTP,0.3 MILES E OF THE INTERSECTION OF OLD,CAMDENTON,MO,65072,37.9587243,-92.703028,6,6,20251,no_formal_or_informal_action_since_2023-05
MD3428C03,OLDFIELDS SCHOOL,1500 GLENCOE ROAD,GLENCOE,MD,21152,+38.420556,-75.418333,19,6,20083,no_formal_or_informal_action_since_2023-05
AR0023817,"FOREMAN, CITY OF - FOREMAN MUNICIPAL WWTF",EAST SPRING STREET,FOREMAN,AR,71836,33.715833,-94.380278,65,4,19961,no_formal_or_informal_action_since_2023-05
MO0125482,PCPWSD NO. 2 SUMMER FIELD SUBD WWTP,10415 SUMMERFIELD DR.,ROLLA,MO,65401,37.9494179,-91.692503,3,3,20254,no_formal_or_informal_action_since_2023-05
KS0118427,STROTHER FIELD AIRPORT - IND. PARK,23502 61ST RD,WINFIELD,KS,67156,37.16138,-97.02531,17,16,20162,no_formal_or_informal_action_since_2023-05
MS0003115,MISSISSIPPI PHOSPHATES CORPORATION,601 HIGHWAY 611,PASCAGOULA,MS,39567,30.348861,-88.498028,66,42,19974,no_formal_or_informal_action_since_2023-05
LAG540803,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- WOODLANDS","OFF MESSINA RD, S OF HWY 28 W",BOYCE,LA,70000,31.281944,-92.610833,101,101,20012,no_formal_or_informal_action_since_2023-05
MO0130010,ALTENBURG AND FROHNA WWTP,0.3 MILES NORTHWEST OF HWY A AND HWY Y,ALTENBURG,MO,63732,37.6331433,-89.601303,19,0,20192,no_formal_or_informal_action_since_2023-05
IL0003140,3M CORDOVA,22614 ROUTE 84 NORTH,CORDOVA,IL,61242,41.754444,-90.288333,23,23,20204,no_formal_or_informal_action_since_2023-05
IL0070955,IDOT-DISTRICT 8 BOWMAN PUMP STATION,7TH AND BOWMAN,EAST SAINT LOUIS,IL,62203,38.6375,-90.1375,33,4,20043,no_formal_or_informal_action_since_2023-05
MAG250005,EVERETT SHOPS MBTA,80 BROADWAY,EVERETT,MA,02149,42.396811,-71.065046,31,8,20181,no_formal_or_informal_action_since_2023-05
ALG640053,PISGAH WELL,COUNTY ROAD 60,PISGAH,AL,35765,34.689722,-85.833333,45,16,20143,no_formal_or_informal_action_since_2023-05
LAG540584,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- CHENAL ESTATES SUBDIVISION",CHENAL ESTATES SUBDIVISION,GLYNN,LA,00000,30.135556,-91.336944,95,95,20024,no_formal_or_informal_action_since_2023-05
SD0034584,ROSEBUD CASINO AND HOTEL,30421 US HIGHWAY 83,VALENTINE,SD,69201,43.000472,-100.576333,15,5,20081,no_formal_or_informal_action_since_2023-05
WVG551435,HUFF CONSOLIDATED GRADE SCHOOL,374 LIZZARD CREEK PARK ROAD,HANOVER,WV,24839,37.5853,-81.8083,13,12,20232,no_formal_or_informal_action_since_2023-05
LAG560405,"UTILITIES, INC. OF LOUISIANA - WEST GATE VILLAGE SUBDIVISION",101 ST CHRISTOPHER AVE,OPELOUSAS,LA,70000,30.535806,-92.163611,17,8,20202,no_formal_or_informal_action_since_2023-05
LAG560065,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- ST. AGNES",AGNES ST.,BOURG,LA,70343,29.545278,-90.595278,24,0,20094,no_formal_or_informal_action_since_2023-05
NC0080098,LINVILLE FALLS CLUB,17677 HWY 221 N,MARION,NC,28752,35.890556,-81.938333,6,3,20081,no_formal_or_informal_action_since_2023-05
LAG560153,WEST FELICIANA HIGH SCHOOL & BAINS ELEM. SCHOOL,BAINS RD OFF HWY 61,SAINT FRANCISVILLE,LA,70775,30.823889,-91.378333,9,7,20192,no_formal_or_informal_action_since_2023-05
WV0023281,"EMPIRE TRIMODAL TERMINAL, LLC (DBA THE PORT OF WV)",600 VETERANS DRIVE,FOLLANSBEE,WV,26037,40.3333,-80.6028,12,5,20174,no_formal_or_informal_action_since_2023-05
LA0127793,CUSTOM TRANSPORT INC,989 THOMAS RD,BATON ROUGE,LA,70807,30.555278,-91.185833,4,4,20253,no_formal_or_informal_action_since_2023-05
NY0107930,CROSSGATES MALL,1 CROSSGATES MALL ROAD,ALBANY,NY,12203,42.685889,-73.845861,26,6,20063,no_formal_or_informal_action_since_2023-05
LAG560191,ANTONIA PLANTATION ESTATES,4691 HWY 1 SOUTH,PORT ALLEN,LA,70767,30.401111,-91.233889,15,9,20084,no_formal_or_informal_action_since_2023-05
MO0031674,CONWAY WWTF,N. NEWPORT AND RUBY ST. INTERSECTION,CONWAY,MO,65632,37.5061628,-92.82767,53,0,20021,no_formal_or_informal_action_since_2023-05
MO0119148,HOLMES CREEK SEWER CO WWTP,12502 FRENCH RIDGE RD.,KEARNEY,MO,64060,39.3180237,-94.382411,20,8,20191,no_formal_or_informal_action_since_2023-05
LAG110108,SORRENTO LUMBER INC.,9563 AIRLINE HWY 61,SORRENTO,LA,70778,30.1925,-90.856694,3,3,20254,no_formal_or_informal_action_since_2023-05
WV0022063,CITY OF PARSONS,450 D AND W LANE,PARSONS,WV,26287,39.1108,-79.6808,65,0,19992,no_formal_or_informal_action_since_2023-05
NM0030520,DULCE WASTEWATER TREAT.PLT.,5500 NORTH NARROW GAUGE RD,DULCE,NM,87528,36.875028,-106.875028,17,6,20071,no_formal_or_informal_action_since_2023-05
MO0098752,MADISON MINE,1050 COUNTY ROAD 263,FREDERICKTOWN,MO,63645,37.5415549,-90.279923,103,30,19961,no_formal_or_informal_action_since_2023-05
LAG570131,TARA SUBDIVISION,210 MARIETTA PL,GRAY,LA,70359,29.679167,-90.760278,82,57,19993,no_formal_or_informal_action_since_2023-05
MD0063801,UNIV.OF MARYLAND AT COLLEGE PK,U.S. RTE. #1 AND PAINT BRANCH,COLLEGE PARK,MD,20742,38.989166,-76.946112,5,5,20252,no_formal_or_informal_action_since_2023-05
LAG540371,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- COUNTRY PLACE SUBDIVISION",END OF COUNTRY DRIVE,DENHAM SPRINGS,LA,70726,30.472778,-90.859444,101,101,20012,no_formal_or_informal_action_since_2023-05
VIR050013,"SPARTAN PRODUCTS, LLC.",9010 D ESTATE COTTAGE,"CHRISTIANSTED, ST. CROIX",VI,00820,17.721417,-64.758611,25,25,20202,no_formal_or_informal_action_since_2023-05
IDR053091,J.R.SIMPLOT COMPANY - IDAHO POTATO PLANT,16551 SIMPLOT BOULEVARD,CALDWELL,ID,83605,43.668977,-116.728262,6,6,20251,no_formal_or_informal_action_since_2023-05
LAG541005,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- MARYLAND PARK FARLINK",CROMWELL DR,CADE,LA,70519,30.047222,-91.9,95,95,20024,no_formal_or_informal_action_since_2023-05
MAG912184,COVENANT COMMONWEALTH CORPORATION,29-33 CORINTH STREET,ROSLINDALE,MA,02131,42.285555,-71.129190,3,3,20254,no_formal_or_informal_action_since_2023-05
LA0127442,LIVINGSTON PARISH SEWER DISTRICT- BUDDY ELLIS ROAD REGIONAL POTW,11000 BLOCK ON SOUTH SIDE OF BUDDY ELLIS RD,DENHAM SPRINGS,LA,70727,30.453100,-90.896900,11,7,20231,no_formal_or_informal_action_since_2023-05
WV0106011,CANAAN VALLEY PSD,OUTLET 001 - ZONE C AND OUTLET 002 - ZONE D,DAVIS,WV,26260,39.0456,-79.4044,38,10,20122,no_formal_or_informal_action_since_2023-05
IDR10C1F9,27415 HEXON ROAD BRIDGE,HEXON ROAD,PARMA,ID,83660,43.781575,-116.972364,4,4,20253,no_formal_or_informal_action_since_2023-05
MO0129691,PRIVATE GARDENS WWTF,12824 NE 118TH STREET,KEARNEY,MO,64060,39.3061979,-94.419443,24,7,20173,no_formal_or_informal_action_since_2023-05
PA0098477,HIGHLAND TANK & MFG CO STP,1 HIGHLAND RD,STOYSTOWN,PA,15563-6456,40.086667,-78.914444,10,10,20241,no_formal_or_informal_action_since_2023-05
COR400630,COLORADO ADVENTURE PARK,FRASER VALLEY PKWY,UNINC,CO,80478,39.944700,-105.771944,22,22,20211,no_formal_or_informal_action_since_2023-05
LAG540087,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- ACADIAN ACRES SUBDIVISION",RUE DAUPHINE OFF HWY 13,EUNICE,LA,70593,30.2775,-90.850833,101,101,20012,no_formal_or_informal_action_since_2023-05
WV0005525,MOUNT STORM POWER STATION,436 DOMINION BLVD.,MT. STORM,WV,26739,39.2078,-79.265,26,23,20114,no_formal_or_informal_action_since_2023-05
MD0071196,"JHMI UTILITIES, LLC - JOHNS HOPKINS HOSPITAL","600 NORTH WOLFE STREET, BILLINGS ADMINISTRATION, R",BALTIMORE,MD,21287,39.29746,-76.59082,18,16,20193,no_formal_or_informal_action_since_2023-05
WV0084468,SOUTHERN JACKSON COUNTY PSD,5927 CHARLESTON ROAD,RIPLEY,WV,25271,38.7303,-81.6733,79,48,20062,no_formal_or_informal_action_since_2023-05
PA0061077,LAKE WINOLA MUN AUTH,135 HUG LN,FACTORYVILLE,PA,18419-7882,41.508333,-75.899444,18,4,20174,no_formal_or_informal_action_since_2023-05
AR0048968,CEDAR HEIGHTS BAPTIST CHURCH,14502 CEDAR HEIGHTS RD,NORTH LITTLE ROCK,AR,72118,34.887556,-92.359139,36,3,19994,no_formal_or_informal_action_since_2023-05
COG591184,ROUTT CO FOR PHIPPSBURG COMM WWTF,APPROX 1/2 MILE N OF TOWN,PHIPPSBURG,CO,80469,40.2272,-106.943,5,5,20252,no_formal_or_informal_action_since_2023-05
MO0123293,CINCO DE MAYO CAMPGROUND WWTP,1042 HIGHWAY H,FARMINGTON,MO,63640,37.6818926,-90.409191,27,0,20162,no_formal_or_informal_action_since_2023-05
IL0023647,GALVA SOUTHWEST STP,1/2 MILE SOUTH OF BNSF RR AND SW 4TH ST,GALVA,IL,61434,41.163333,-90.051667,81,5,19961,no_formal_or_informal_action_since_2023-05
LAG540122,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- STANFORD PLACE",NEXT TO 203 STANFORD,LAFAYETTE,LA,70593,30.148889,-92.080278,102,101,20001,no_formal_or_informal_action_since_2023-05
MO0118630,OCWC HIDDEN RIDGE ESTATES WWTP,0.09 MILES SW OF INTERSECTION OF SALEM,BRANSON,MO,65616,36.7341143,-93.283777,6,5,20244,no_formal_or_informal_action_since_2023-05
WV0039969,"AOC MATERIALS, LLC",100 BIG SANDY RIVER ROAD,KENOVA,WV,25530,38.3678,-82.5958,25,23,20152,no_formal_or_informal_action_since_2023-05
PA0063631,PARKLAND HIGH SCH WWTP,2700 N. CEDAR CREST BLVD,ALLENTOWN,PA,18104,40.638611,-75.546667,27,18,20181,no_formal_or_informal_action_since_2023-05
NY0021482,SODUS (V) STP,MUD LANE,SODUS,NY,14551,43.250583,-77.059944,27,3,19961,no_formal_or_informal_action_since_2023-05
LA0127286,BOCAGE CRAWFISH LLC,6118 EGAN HWY,CROWLEY,LA,70527,30.236472,-92.459444,7,3,20241,no_formal_or_informal_action_since_2023-05
OH0121215,B & B LODGE,9420 W BROAD ST,GALLOWAY,OH,43119,39.94667,-83.24944,51,5,20031,no_formal_or_informal_action_since_2023-05
LAG540108,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- LANEXANG VILLAGE",CHAMPA AVENUE,LAFAYETTE,LA,70593,30.058611,-91.942778,101,101,20012,no_formal_or_informal_action_since_2023-05
GU0110019,APRA HARBOR WWTP,NAVAL STATION PWC,APRA HARBOR NAVAL BASE,GU,96932,+13.413333,+144.641667,39,0,20053,no_formal_or_informal_action_since_2023-05
LAG480170,SCOTT CONSTRUCTION EQUIPMENT,945 N. MARKET,SHREVEPORT,LA,71107,32.526944,-93.762222,6,4,20243,no_formal_or_informal_action_since_2023-05
PR0021326,DEPARTMENT OF NATURAL AND ENVIRONMENTAL RESOURCES,BOQUERON WARD,CABO ROJO,PR,00623,18.020278,-67.206944,112,9,19962,no_formal_or_informal_action_since_2023-05
MO0040819,HUNTSVILLE NORTHWEST WWTF,WEST TERMINUS/WILLOW STREET,HUNTSVILLE,MO,65259,39.4408091,-92.559662,27,7,20162,no_formal_or_informal_action_since_2023-05
NY0029238,SLEEPY HOLLOW SD,SANKE SWAMP ROAD,OSWEGO,NY,13126,43.432639,-76.578611,33,4,19981,no_formal_or_informal_action_since_2023-05
OH0131164,"TRILLIUM FARM HOLDINGS, LLC - CROTON PULLET SITE 1",9550 PARSONS RD.,CROTON,OH,43013,40.216224,-82.671216,30,7,20183,no_formal_or_informal_action_since_2023-05
LAG540736,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- BEAU CHENE SUBDIVISION","ON LA 308, 1 MI S OF CANAL BLVD",THIBODAUX,LA,70302,29.815556,-92.116944,101,101,20012,no_formal_or_informal_action_since_2023-05
LAG570362,HOME DEPOT OUT PARCELS/RESTAURANT & RETAIL,18291 HIGHLAND ROAD,BATON ROUGE,LA,70809,30.349722,-91.026389,32,6,20182,no_formal_or_informal_action_since_2023-05
AR0039250,ARKANSAS 4-H EDUCATION CENTER,1 FOUR-H WAY,LITTLE ROCK,AR,72223,34.770833,-92.567222,42,4,20011,no_formal_or_informal_action_since_2023-05
LAG570043,VILLAGE GREEN APARTMENTS,12134 DOVERWOOD ST.,BATON ROUGE,LA,70807,30.555,-91.172778,15,7,20182,no_formal_or_informal_action_since_2023-05
LAG540370,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- MARTIN SUBDIVISION",40154 ABBY JAMES RD.,PRAIRIEVILLE,LA,70769,30.306667,-90.942222,97,97,20022,no_formal_or_informal_action_since_2023-05
LAG540094,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- COUNTRY ACRES SUBDIVISION",DENETTE ROAD,LAFAYETTE,LA,70593,30.299722,-90.940278,101,101,20012,no_formal_or_informal_action_since_2023-05
ILP000392,TUF-TITE INC,905 TELSER RD,LAKE ZURICH,IL,60047,42.21286,-88.06589,3,3,20254,no_formal_or_informal_action_since_2023-05
VI0040746,MARKET SQUARE EAST,1-2 ESTATE DONOE,ST. THOMAS,VI,00802,18.3375,-64.903056,21,7,20031,no_formal_or_informal_action_since_2023-05
MD3268G04,TODD VILLAGE MOBILE PARK,2636 OLD WESTMINSTER PIKE,FINKSBURG,MD,21048,+39.508333,-76.9,32,0,20181,no_formal_or_informal_action_since_2023-05
TX0024112,CITY OF EDINBURG WWTP,1202 NORTH M RD,EDINBURG,TX,78542,26.31,-98.135,57,17,19961,no_formal_or_informal_action_since_2023-05
OH0003298,CAMPBELL SOUP SUPPLY COMPANY - SOUP PLANT,12-773 STATE RTE 110 E,NAPOLEON,OH,43545,41.39771,-84.10834,34,4,20013,no_formal_or_informal_action_since_2023-05
MO0054691,ELSBERRY WWTF,0.1 MILES EAST OF HATFIELD ROAD AND,ELSBERRY,MO,63343,39.1625002,-90.776193,23,13,20182,no_formal_or_informal_action_since_2023-05
