npdes_id,facility_name,address,city,state,zip,lat,lng,lifetime_qtrs_any_snc,current_pollution_snc_streak,first_snc_qtr,enforcement_status
NY0266418,MEDICAL OFFICES @ MEDFORD,570 EXPRESSWAY DRIVE,MEDFORD,NY,11763,40.816667,-73.05,48,6,20063,no_formal_federal_action_since_2023-05;has_informal_action
LAG560189,ROSELAND TRACE SUBD WWTP,4500 ROSEDALE RD   (LA 76),PORT ALLEN,LA,70767,30.468056,-91.271111,7,4,20221,no_formal_federal_action_since_2023-05;no_informal_action
COX634064,MERINO TOWN OF,NO ADDRESS GIVEN IN CERT,MERINO,CO,80741,40.48581,-103.343975,9,5,20212,no_formal_federal_action_since_2023-05;has_informal_action
LAG540052,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- WINDY HEIGHTS",HERITAGE RD LOT 10,YOUNGSVILLE,LA,70898,30.113333,-91.976944,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
ILG640179,PENFIELD WATER DISTRICT TREATMENT PLANT,CORNER OF SOUTH STREET AND FRANKLIN STREET,PENFIELD,IL,61862,40.303056,-87.944722,49,7,19993,no_formal_federal_action_since_2023-05;no_informal_action
MO0117129,PIEDMONT INDUSTRIAL PARK,HWY 49 NORTH AND SUGAR CREEK RD. INTERSE,PIEDMONT,MO,63957,37.1850594,-90.70064,19,4,20183,no_formal_federal_action_since_2023-05;no_informal_action
ILG640244,WAGGONER WATER DEPARTMENT,COUNTY HIGHWAY 16,WAGGONER,IL,62572,39.383056,-89.660278,9,4,20233,no_formal_federal_action_since_2023-05;no_informal_action
MAG912068,MISSION PARK GARAGE,10 VINING STREET,BOSTON,MA,02115,42.334732,-71.108743,12,10,20233,no_formal_federal_action_since_2023-05;no_informal_action
OH0012581,CARDINAL OPERATING COMPANY - CARDINAL PLANT,306 COUNTY ROAD 7E,BRILLIANT,OH,43913,40.255,-80.639167,17,6,19992,no_formal_federal_action_since_2023-05;no_informal_action
MO0128091,HIGHLANDVILLE WWTP,FLEAMARKET ROAD,HIGHLANDVILLE,MO,65669,36.9136388,-93.281084,19,8,20171,no_formal_federal_action_since_2023-05;no_informal_action
WV0024856,THOMAS CITY OF,DOUGLAS RD. 0.4 MILE FROM WV RT. 32,THOMAS,WV,26292,39.1453,-79.5028,69,7,19993,no_formal_federal_action_since_2023-05;no_informal_action
GA0036820,"CLEVELAND, CITY OF (CLEVELAND WPCP)",558 JESS HUNT RD,CLEVELAND,GA,30528,34.605917,-83.795364,16,16,20223,no_formal_federal_action_since_2023-05;no_informal_action
MO0103349,JOPLIN TURKEY CREEK WWTP,3457 WEST EDDY LANE,JOPLIN,MO,64801,37.121531,-94.553751,33,5,19981,no_formal_federal_action_since_2023-05;has_informal_action
WVG980141,I-81 SOUTH BOUND REST STOP,I-81 SOUTH,MARTINSBURG,WV,25401,39.5858,-77.8489,4,3,20184,no_formal_federal_action_since_2023-05;no_informal_action
IL0028126,"CHRISMAN STP, CITY OF",700 EAST WASHINGTON AVENUE,CHRISMAN,IL,61924,39.81,-87.665,86,24,19963,no_formal_federal_action_since_2023-05;no_informal_action
MAG580043,MANCHESTER WASTEWATER TREATMENT FACILITY,12 CHURCH STREET,MANCHESTER,MA,01944,42.5736051,-70.7720144,4,4,20253,no_formal_federal_action_since_2023-05;no_informal_action
LAG570408,"NATIONAL WATER INFRASTRUCTURE, LLC - ACADEMY HEIGHTS","HWY 931, 0.5 MI E OF HWY 44",PRAIRIEVILLE,LA,70769,30.281389,-90.900806,39,5,20102,no_formal_federal_action_since_2023-05;no_informal_action
VA0091014,RECREATIONAL ADVENTURES CAMPGROUNDS LLC,7400 BROOKSIDE LN,FREDERICKSBURG,VA,22408,38.161111,-77.476666,3,3,20254,no_formal_federal_action_since_2023-05;has_informal_action
LAG540239,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- DUGAS",S END OF PARKSIDE DRIVE,THIBODAUX,LA,70302,29.776389,-92.168611,100,100,20013,no_formal_federal_action_since_2023-05;no_informal_action
MO0126195,MORLEY WWTF,CO RD 408,MORLEY,MO,63767,37.0485795,-89.590109,27,12,20171,no_formal_federal_action_since_2023-05;no_informal_action
PA0012394,PATTERSON-KELLEY LLC,155 BURSON ST,EAST STROUDSBURG,PA,18301-2251,41.008925,-75.179747,6,6,20251,no_formal_federal_action_since_2023-05;has_informal_action
LAG540119,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- SANDEST PLAZA",NEXT TO 125 COUNTRY LANE,LAFAYETTE,LA,70593,30.146944,-92.018611,105,101,20001,no_formal_federal_action_since_2023-05;no_informal_action
IL0001716,"BOSTIK, INC. ",5005 BARNARD MILL ROAD,RINGWOOD,IL,60072,42.39,-88.294722,10,4,19984,no_formal_federal_action_since_2023-05;has_informal_action
LAG570293,"NATIONAL WATER INFRASTRUCTURE, LLC - BAYOU ESTATES SUBDIVISION STP",11287 PEGGY ST.,SAINT AMANT,LA,70769,30.225556,-90.863889,43,4,20102,no_formal_federal_action_since_2023-05;no_informal_action
LAG750467,CARMEG PROPERTIES LLC - EASY CLEAN CAR WASH,2045 RAILROAD ST,LUTCHER,LA,70071,30.041389,-90.697222,6,6,20251,no_formal_federal_action_since_2023-05;has_informal_action
WVG550699,UPPER TRACT PENDLETON COUNTY INDUSTRIAL PARK,28 INDUSTRIAL PARK ROAD,UPPER TRACT,WV,26866,38.7847,-79.2847,18,7,20181,no_formal_federal_action_since_2023-05;no_informal_action
NYR00C354,BROCKWAY PLACE TRANSFER STATION,41 BROCKWAY PLACE,WHITE PLAINS,NY,10601,41.0354137,-73.755416,15,9,20224,no_formal_federal_action_since_2023-05;no_informal_action
LA0107000,WINN CORRECTIONAL CENTER,HWY 560,WINNFIELD,LA,71483,31.845,-92.781944,8,3,20012,no_formal_federal_action_since_2023-05;no_informal_action
LAG780002,"WASTE PRO OF LOUISIANA, INC - KV LANDFILL",5900 LA HWY 3127,KILLONA,LA,70066,30.003028,-90.311,25,3,20173,no_formal_federal_action_since_2023-05;no_informal_action
PA0052728,TURKEY HILL MINIT MARKET STP,300 WEST KINGS HIGHWAY,COATESVILLE,PA,19320,40.003333,-75.810556,19,16,20183,no_formal_federal_action_since_2023-05;no_informal_action
IL0026697,STELLE COMMUNITY ASSOCIATION STP,144 SUN STREET,STELLE,IL,60919,40.941667,-88.161667,88,39,19962,no_formal_federal_action_since_2023-05;no_informal_action
LAG540067,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- PLANTATION GARDENS","ON KNOTTAWAY DR, EXT; OFF LA 3",SUNSHINE,LA,70780,30.296111,-91.106111,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
NE0137553,FOREMAN RIDGE WASTEWATER TREATMENT FACILITY,1590 W. FOREMAN RIDGE,LINCOLN,NE,68523,40.73294,-96.73977,22,21,20173,no_formal_federal_action_since_2023-05;has_informal_action
PR0026310,"CONSEJO DE CONDOMINIOS COSTEROS, INC.",DEVELOPMENT CORP. STATE RD 968,RIO GRANDE,PR,00631,18.392722,-65.770028,63,17,20063,no_formal_federal_action_since_2023-05;no_informal_action
LA0127790,"AMT LA, LLC ",19134 LIVE OAK RD,ABBEVILLE,LA,70000,29.874795,-92.128418,4,4,20253,no_formal_federal_action_since_2023-05;no_informal_action
NY0284289,MOUNT PLEASANT WATER SUPPLY TREATMENT FACILITY,MOUNT PLEASANT AND HUNTINGTON DRIVE,"CAZENOVIA, TOWN OF",NY,13035,42.992778,-75.883056,12,3,20211,no_formal_federal_action_since_2023-05;no_informal_action
NY0022101,VALLEYVIEW CTR NURSING CARE,"PO BOX 59, GLENMERE COVE RD",GOSHEN,NY,10924,41.357222,-74.367333,23,8,20033,no_formal_federal_action_since_2023-05;has_informal_action
OH0031003,VILLAGE OF WILLSHIRE WWTP,105 N. HOGAN ST.,WILLSHIRE,OH,45898,40.752222,-84.793889,43,9,20064,no_formal_federal_action_since_2023-05;has_informal_action
TX0034410,CITY OF COLLINSVILLE WWTP,625 ELDER STREET,COLLINSVILLE,TX,76233,33.5525,-96.906666,29,4,20033,no_formal_federal_action_since_2023-05;has_informal_action
WVG551151,CARVER/TRANSPORTATION OFFICE,13202 RIVER ROAD,WELLSBURG,WV,26070,40.2628,-80.6153,13,5,20174,no_formal_federal_action_since_2023-05;no_informal_action
IA0043494,LIME SPRINGS CITY OF STP,UNKNOWN,LIME SPRINGS,IA,52155,43.451,-92.27328,48,4,19961,no_formal_federal_action_since_2023-05;has_informal_action
WVG640076,COOPERS ROCK STATE PK,ROUTE 1 BOX 270,BRUCETON MILLS,WV,26525,39.6439,-79.7928,26,3,20174,no_formal_federal_action_since_2023-05;no_informal_action
IN0025674,ELKHART WWTP,1201 S NAPPANEE ST,ELKHART,IN,46516,41.676583,-86.003833,28,19,19961,no_formal_federal_action_since_2023-05;has_informal_action
MS0061328,CORINTH POTW,2643 SOUTH HARPER ROAD,CORINTH,MS,38834,34.908944,-88.513806,15,6,20164,no_formal_federal_action_since_2023-05;has_informal_action
LA0106585,LOUISIANA REGIONAL LANDFILL COMPANY,1158 LANDFILL RD,OAKDALE,LA,71463,30.869167,-92.610833,11,4,20173,no_formal_federal_action_since_2023-05;has_informal_action
LAG560083,RIVER RIDGE SUBDIVISION,END OF RIVER RD,BENTON,LA,71006,32.657222,-93.727222,24,4,20094,no_formal_federal_action_since_2023-05;no_informal_action
MAG640017,LYNNFIELD CENTER WD - PS3,83 PHILLIPS ROAD,LYNNFIELD,MA,01940,42.545279,-71.04799,11,7,20144,no_formal_federal_action_since_2023-05;no_informal_action
CO0020451,FRISCO SANITATION DISTRICT WWTF,111 S SUMMIT BLVD,FRISCO,CO,80443,39.57558,-106.0911,13,0,20224,no_formal_federal_action_since_2023-05;no_informal_action
LA0091413,"HI-SEAS OF DULAC, INC. - SHRIMP DOCK",8345 SHRIMPERS ROW,DULAC,LA,70353,29.371667,-90.72,10,3,20211,no_formal_federal_action_since_2023-05;no_informal_action
MA0100986,EAST FITCHBURG WWTF,24 LANIDES LANE,FITCHBURG,MA,01420,42.5471726,-71.7522604,81,6,19971,no_formal_federal_action_since_2023-05;no_informal_action
NY0279781,NEW SPS CROSSFOLDS LLC,360 MORELAND RD,HAUPPAUGE,NY,11725,40.813889,-73.272222,21,4,20192,no_formal_federal_action_since_2023-05;no_informal_action
WVG550805,PHIBRO WILLOW ISLAND,ONE DUGGAR DRIVE,WILLOW ISLAND,WV,26134,39.3533,-81.3136,30,30,20191,no_formal_federal_action_since_2023-05;no_informal_action
AKG571038,WATERFALL CREEK SUBDIVISION SEWER OUTFALLS,NORTH TONGASS HIGHWAY & CASCADE RD,KETCHIKAN,AK,99901,55.492466,-131.760906,74,0,20063,no_formal_federal_action_since_2023-05;no_informal_action
LAG570373,SANDY HILL WWTF,400 BURGUNDY STREET,LEESVILLE,LA,71446,31.028889,-93.215,24,0,20171,no_formal_federal_action_since_2023-05;has_informal_action
MO0126292,BUTTERFIELD WWTF,10601 W 5TH ST,BUTTERFIELD,MO,65625,36.74842,-93.908385,18,0,20191,no_formal_federal_action_since_2023-05;no_informal_action
LAG570409,AUDUBON TRACE OF ROBERT SUBDIVISION,WITTIE LANE & HWY 445,ROBERT,LA,70000,30.53438,-90.33478,26,6,20154,no_formal_federal_action_since_2023-05;has_informal_action
ILG640081,"DOVER WTP, VILLAGE OF",104 W WASHINGTON ST,DOVER,IL,61323,41.431667,-89.39,62,36,20073,no_formal_federal_action_since_2023-05;no_informal_action
LAG560159,BELLA VISTA MOBILE HOME VILLAGE,2651 BARRON RD,KEITHVILLE,LA,71047,32.351111,-93.802222,28,5,20181,no_formal_federal_action_since_2023-05;has_informal_action
MI0003093,FRENCH PAPER LLC,100 FRENCH ST,NILES,MI,491202854,41.8197,-86.2581,12,6,19963,no_formal_federal_action_since_2023-05;has_informal_action
MO0125237,VILLAGE OF PHILLIPSBURG WWTF,301 WEST PINE,PHILLIPSBURG,MO,65722,37.5526969,-92.782142,18,9,20194,no_formal_federal_action_since_2023-05;no_informal_action
MIG640294,MONTROSE MHP WTP,7228 WEST FARRAND ROAD,CLIO,MI,48420,43.19335,-83.822752,8,0,20242,no_formal_federal_action_since_2023-05;has_informal_action
MS0021873,"UNIVERSITY OF MISSISSIPPI, THE",158 HICKORY LANE,OXFORD,MS,38677,34.358333,-89.544083,21,11,20053,no_formal_federal_action_since_2023-05;no_informal_action
ILG640012,WHITE HEATH WATER WORKS WTP,208 N MERIDIAN,WHITE HEATH,IL,61884,40.087222,88.000000,37,6,20131,no_formal_federal_action_since_2023-05;no_informal_action
ND0026310,GUARDIAN ENERGY HANKINSON,9230 COUNTY ROAD 1,HANKINSON,ND,58041,46.072589,-96.879371,4,4,20253,no_formal_federal_action_since_2023-05;no_informal_action
MO0102318,CLEVER WWTF,0.06 MILES SOUTH ON OLD WIRE RD,CLEVER,MO,65631,37.0259711,-93.479718,20,0,20164,no_formal_federal_action_since_2023-05;no_informal_action
NM0031011,SAN FELIPE PUEBLO WASTEWATER TREATMENT PLANT,76 TAOS ROAD,SAN FELIPE PUEBLO,NM,87001,35.399722,-106.450028,3,3,20254,no_formal_federal_action_since_2023-05;no_informal_action
COX631075,PUEBLO COUNTY HIGH SCHOOL WWTF,1050 35 LANE,PUEBLO,CO,81006,38.2463,-104.4665,33,19,20173,no_formal_federal_action_since_2023-05;has_informal_action
TN0078697,PELHAM INDUSTRIAL PARK,"HWY 50, EAST FROM HWY 41",PELHAM,TN,37366,35.308,-85.8672,13,0,20232,no_formal_federal_action_since_2023-05;has_informal_action
LAG751217,"WHITE WATER EXPRESS CAR WASH I, LLC: CORTANA",9260 CORTANA PLACE,BATON ROUGE,LA,70808,30.460000,-91.088889,3,3,20254,no_formal_federal_action_since_2023-05;no_informal_action
MT0000248,SIDNEY SUGARS INCORPORATED,35140 COUNTY RD 125,SIDNEY,MT,59270,47.716944,-104.135556,28,27,20034,no_formal_federal_action_since_2023-05;has_informal_action
TX0118451,UNION HILL ISD WWTP,2197 FM 2088,GILMER,TX,75644,32.811388,-94.980833,6,4,20041,no_formal_federal_action_since_2023-05;has_informal_action
IA0023744,ESTHERVILLE CITY OF STP,1878 HIGHWAY 4,ESTHERVILLE,IA,51334,43.37424,-94.81552,25,7,19983,no_formal_federal_action_since_2023-05;has_informal_action
MAG912195,175 WYMAN STREET - WALTHAM,175 WYMAN STREET,WALTHAM,MA,02452,42.401318,-71.256885,3,0,20254,no_formal_federal_action_since_2023-05;no_informal_action
COG590056,BAILEY WSD WWTF,75 CR 68,BAILEY,CO,80421,39.40423,-105.47246,5,5,20252,no_formal_federal_action_since_2023-05;has_informal_action
KY0054780,FARMDALE WWTP,PEACHTREE LN,FRANKFORT,KY,40601,38.108333,-84.933611,53,12,20022,no_formal_federal_action_since_2023-05;has_informal_action
TN0054127,GLADY FORK MINE,HIGHWAY 111,DUNLAP,TN,37327,36.533333,-85.462222,4,4,20253,no_formal_federal_action_since_2023-05;has_informal_action
LAG470083,VAN TROW OLDSMOBILE TOYOTA & CADILLAC INC.,2015 LOUISVILLE AVE,MONROE,LA,71211,32.519444,-92.102778,20,19,20212,no_formal_federal_action_since_2023-05;no_informal_action
CO0041351,FORT MORGAN FACILITY,18317 HIGHWAY 144,MORGAN COUNTY,CO,80701,40.25,-103.811111,44,14,20142,no_formal_federal_action_since_2023-05;no_informal_action
AL0042391,LEROY HIGH SCHOOL,26301 HIGHWAY 43,LEROY,AL,36548,31.5010744,-87.969987,36,4,20092,no_formal_federal_action_since_2023-05;has_informal_action
MOGDS0137,CONFLUENCE RIVERS - BERKSHIRE GLENN WWTF,NE 120TH STREET,KEARNEY,MO,64060,39.3104955,-94.404614,6,6,20251,no_formal_federal_action_since_2023-05;no_informal_action
LAG542404,CAPITOL DEVELOPMENT LLC - SPRING STRIP MALL,17405 AIRLINE HWY,PRAIRIEVILLE,LA,70769,30.326522,-90.981853,6,4,20243,no_formal_federal_action_since_2023-05;no_informal_action
WY0020389,LANDER WASTEWATER LAGOON,UNKNOWN,UNKNOWN,WY,00000,42.85741,-108.69213,34,3,20164,no_formal_federal_action_since_2023-05;has_informal_action
AL0020915,REFORM WWTP,103 THIRD AVE SE,REFORM,AL,35481,33.37417,-88.00639,37,6,20082,no_formal_federal_action_since_2023-05;has_informal_action
NY0079367,TALL OAKS STP,111 COLLEGE RD,SELDEN,NY,11784,40.852278,-73.043639,72,49,20042,no_formal_federal_action_since_2023-05;no_informal_action
MO0126721,EAGLE BLUFFS ESTATES HOA WWTP,INTERSECTION OF NEW EAGLES TRAIL AND,LAMPE,MO,65681,36.6144469,-93.505415,9,3,20222,no_formal_federal_action_since_2023-05;no_informal_action
CTUIC0120,SOUTHBURY PLAZA,100 MAIN ST N,SOUTHBURY,CT,06488-3839,41.47939,-73.21332,14,6,20213,no_formal_federal_action_since_2023-05;no_informal_action
PA0044326,MAX BULGER FACILITY,RD 1 STATE ROUTE 4019,BULGER,PA,15019,40.390556,-80.373333,10,4,20002,no_formal_federal_action_since_2023-05;has_informal_action
IN0061816,"ARDAGH GLASS, INC.",524 E CENTER ST,DUNKIRK,IN,37336,40.371917,-85.197194,5,5,20252,no_formal_federal_action_since_2023-05;has_informal_action
TX0027006,CITY OF BARTLETT WWTP,APPROX 0.5 MI NE OF THE INTX  OF STATE ,BARTLETT,TX,76511,30.80065,-97.41317,66,5,20012,no_formal_federal_action_since_2023-05;has_informal_action
MO0130931,PARKWOOD ESTATES WWTP,NORTH OF SW 1311 ROAD,HOLDEN,MO,64040,38.7288847,-93.995856,22,6,20201,no_formal_federal_action_since_2023-05;has_informal_action
MOGDS0062,MYETTA WOODS SUBDIVISION WWTP,0.3 MILES E OF THE INTERSECTION OF OLD,CAMDENTON,MO,65072,37.9587243,-92.703028,6,6,20251,no_formal_federal_action_since_2023-05;no_informal_action
MD3428C03,OLDFIELDS SCHOOL,1500 GLENCOE ROAD,GLENCOE,MD,21152,+38.420556,-75.418333,19,6,20083,no_formal_federal_action_since_2023-05;no_informal_action
PA0054917,UWCHLAN TWP EAGLEVIEW STP,480 EAGLEVIEW BLVD,EXTON,PA,19341-1116,40.061186,-75.677336,11,8,20193,no_formal_federal_action_since_2023-05;has_informal_action
TX0020109,CENTRAL DISTRICT WWTP,1709 WEST MAIN STREET,BAYTOWN,TX,77520,29.721388,-94.987222,17,4,20011,no_formal_federal_action_since_2023-05;has_informal_action
GA0020893,"SARDIS, CITY OF (SARDIS WPCP)",600 VESTAL RD,SARDIS,GA,30456,32.971339,-81.751436,56,4,20093,no_formal_federal_action_since_2023-05;has_informal_action
AR0023817,"FOREMAN, CITY OF - FOREMAN MUNICIPAL WWTF",EAST SPRING STREET,FOREMAN,AR,71836,33.715833,-94.380278,65,4,19961,no_formal_federal_action_since_2023-05;no_informal_action
TX0134775,VETERANS MEMORIAL HIGH SCHOOL WWTP,7618 EAST EVANS RD,SAN ANTONIO,TX,78266,29.606388,-98.340833,37,12,20171,no_formal_federal_action_since_2023-05;has_informal_action
MO0125482,PCPWSD NO. 2 SUMMER FIELD SUBD WWTP,10415 SUMMERFIELD DR.,ROLLA,MO,65401,37.9494179,-91.692503,3,3,20254,no_formal_federal_action_since_2023-05;no_informal_action
KS0118427,STROTHER FIELD AIRPORT - IND. PARK,23502 61ST RD,WINFIELD,KS,67156,37.16138,-97.02531,17,16,20162,no_formal_federal_action_since_2023-05;no_informal_action
MS0003115,MISSISSIPPI PHOSPHATES CORPORATION,601 HIGHWAY 611,PASCAGOULA,MS,39567,30.348861,-88.498028,66,42,19974,no_formal_federal_action_since_2023-05;no_informal_action
LAG540803,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- WOODLANDS","OFF MESSINA RD, S OF HWY 28 W",BOYCE,LA,70000,31.281944,-92.610833,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
MO0130010,ALTENBURG AND FROHNA WWTP,0.3 MILES NORTHWEST OF HWY A AND HWY Y,ALTENBURG,MO,63732,37.6331433,-89.601303,19,0,20192,no_formal_federal_action_since_2023-05;no_informal_action
TX0023787,CITY OF CHICO,237 PRIVADA ROAD 1453,CHICO,TX,76431,33.288535,-97.781593,64,7,19961,no_formal_federal_action_since_2023-05;has_informal_action
PA0060186,ELK MEADOWS HOMEOWNERS ASSOC STP,LAKE DRIVE,UNIONDALE,PA,18470,41.741111,-75.532778,7,3,20194,no_formal_federal_action_since_2023-05;has_informal_action
IL0003140,3M CORDOVA,22614 ROUTE 84 NORTH,CORDOVA,IL,61242,41.754444,-90.288333,23,23,20204,no_formal_federal_action_since_2023-05;no_informal_action
IL0070955,IDOT-DISTRICT 8 BOWMAN PUMP STATION,7TH AND BOWMAN,EAST SAINT LOUIS,IL,62203,38.6375,-90.1375,33,4,20043,no_formal_federal_action_since_2023-05;no_informal_action
MAG250005,EVERETT SHOPS MBTA,80 BROADWAY,EVERETT,MA,02149,42.396811,-71.065046,31,8,20181,no_formal_federal_action_since_2023-05;no_informal_action
IN0032336,"CONNERSVILLE WWTP, CITY OF",1000 S SR 121,CONNERSVILLE,IN,47331,39.627306,-85.141694,11,7,19971,no_formal_federal_action_since_2023-05;has_informal_action
ALG640053,PISGAH WELL,COUNTY ROAD 60,PISGAH,AL,35765,34.689722,-85.833333,45,16,20143,no_formal_federal_action_since_2023-05;no_informal_action
LAG540584,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- CHENAL ESTATES SUBDIVISION",CHENAL ESTATES SUBDIVISION,GLYNN,LA,00000,30.135556,-91.336944,95,95,20024,no_formal_federal_action_since_2023-05;no_informal_action
SD0034584,ROSEBUD CASINO AND HOTEL,30421 US HIGHWAY 83,VALENTINE,SD,69201,43.000472,-100.576333,15,5,20081,no_formal_federal_action_since_2023-05;no_informal_action
WVG551435,HUFF CONSOLIDATED GRADE SCHOOL,374 LIZZARD CREEK PARK ROAD,HANOVER,WV,24839,37.5853,-81.8083,13,12,20232,no_formal_federal_action_since_2023-05;no_informal_action
IN0024520,SOUTH BEND MUNICIPAL WWTP,3113 RIVERSIDE DR,SOUTH BEND,IN,46628,41.69675,-86.448,23,19,20194,no_formal_federal_action_since_2023-05;has_informal_action
LA0033031,VILLAGE OF WATERPROOF WWTP,120TEXAS LANE,WATERPROOF,LA,71375,31.813056,-91.385,34,3,20101,no_formal_federal_action_since_2023-05;has_informal_action
LAG560405,"UTILITIES, INC. OF LOUISIANA - WEST GATE VILLAGE SUBDIVISION",101 ST CHRISTOPHER AVE,OPELOUSAS,LA,70000,30.535806,-92.163611,17,8,20202,no_formal_federal_action_since_2023-05;no_informal_action
LAG560065,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- ST. AGNES",AGNES ST.,BOURG,LA,70343,29.545278,-90.595278,24,0,20094,no_formal_federal_action_since_2023-05;no_informal_action
NC0080098,LINVILLE FALLS CLUB,17677 HWY 221 N,MARION,NC,28752,35.890556,-81.938333,6,3,20081,no_formal_federal_action_since_2023-05;no_informal_action
INP000709,CATALENT PHARMA SOLUTIONS (FKA BETTERA BRANDS),601 RUDOLPH WAY,GREENDALE,IN,47025,39.107417,-84.851250,11,9,20211,no_formal_federal_action_since_2023-05;has_informal_action
LAG560153,WEST FELICIANA HIGH SCHOOL & BAINS ELEM. SCHOOL,BAINS RD OFF HWY 61,SAINT FRANCISVILLE,LA,70775,30.823889,-91.378333,9,7,20192,no_formal_federal_action_since_2023-05;no_informal_action
OH0041114,VILLAGE OF JUNCTION CITY WASTEWATER TREATMENT WORK,432 RAILROAD STREET,JUNCTION CITY,OH,43748,39.715833,-82.298333,42,3,20021,no_formal_federal_action_since_2023-05;has_informal_action
SC0026379,LOOK UP FOREST HOMES ASSOCIATION,1MI E OF INTR OF SC 11&SR 129,TIGERVILLE,SC,29688,34.968333,-82.409444,87,4,20022,no_formal_federal_action_since_2023-05;has_informal_action
WV0023281,"EMPIRE TRIMODAL TERMINAL, LLC (DBA THE PORT OF WV)",600 VETERANS DRIVE,FOLLANSBEE,WV,26037,40.3333,-80.6028,12,5,20174,no_formal_federal_action_since_2023-05;no_informal_action
LA0072541,DEERFIELD WWTP,ON DIXIE LANE,ALEXANDRIA,LA,71301,31.243333,-92.476389,39,3,20082,no_formal_federal_action_since_2023-05;has_informal_action
LA0127793,CUSTOM TRANSPORT INC,989 THOMAS RD,BATON ROUGE,LA,70807,30.555278,-91.185833,4,4,20253,no_formal_federal_action_since_2023-05;no_informal_action
LAG560182,REH-THE SALLIER MH COMMUNITY LLC - THE SALLIER,2141 COUNTRY CLUB RD.,LAKE CHARLES,LA,70605,30.166667,-93.254722,4,3,20251,no_formal_federal_action_since_2023-05;has_informal_action
NY0107930,CROSSGATES MALL,1 CROSSGATES MALL ROAD,ALBANY,NY,12203,42.685889,-73.845861,26,6,20063,no_formal_federal_action_since_2023-05;no_informal_action
LA0049859,"GILBERT, VILLAGE OF- SEWAGE DISTRICT 1",BOND STREET,GILBERT,LA,71336,32.045833,-91.654722,84,12,19961,no_formal_federal_action_since_2023-05;has_informal_action
LAG560191,ANTONIA PLANTATION ESTATES,4691 HWY 1 SOUTH,PORT ALLEN,LA,70767,30.401111,-91.233889,15,9,20084,no_formal_federal_action_since_2023-05;no_informal_action
MO0031674,CONWAY WWTF,N. NEWPORT AND RUBY ST. INTERSECTION,CONWAY,MO,65632,37.5061628,-92.82767,53,0,20021,no_formal_federal_action_since_2023-05;no_informal_action
MO0119148,HOLMES CREEK SEWER CO WWTP,12502 FRENCH RIDGE RD.,KEARNEY,MO,64060,39.3180237,-94.382411,20,8,20191,no_formal_federal_action_since_2023-05;no_informal_action
LAG110108,SORRENTO LUMBER INC.,9563 AIRLINE HWY 61,SORRENTO,LA,70778,30.1925,-90.856694,3,3,20254,no_formal_federal_action_since_2023-05;no_informal_action
WV0022063,CITY OF PARSONS,450 D AND W LANE,PARSONS,WV,26287,39.1108,-79.6808,65,0,19992,no_formal_federal_action_since_2023-05;no_informal_action
IN0022969,GARRETT WWTP,1001 S HARRISON ST,GARRETT,IN,46738,41.341361,-85.129583,41,10,19962,no_formal_federal_action_since_2023-05;has_informal_action
TX0118621,WESTSIDE WWTF,675' S AND 200' E; INTX OF BRAMMER DR AND CR 4651,RHOME,TX,76078,33.043333,-97.486111,49,5,20022,no_formal_federal_action_since_2023-05;has_informal_action
AK0053724,SPRING CREEK WWTF,SEWARD MARINE INDUSTRIAL CENTER (SEWARD),SEWARD,AK,99664,60.0894,-149.338,13,9,20204,no_formal_federal_action_since_2023-05;has_informal_action
NM0030520,DULCE WASTEWATER TREAT.PLT.,5500 NORTH NARROW GAUGE RD,DULCE,NM,87528,36.875028,-106.875028,17,6,20071,no_formal_federal_action_since_2023-05;no_informal_action
TX0136573,CHANNELVIEW TERMINAL,16518 DE ZALLA RD ,CHANNELVIEW,TX,77530,29.7625,-95.101111,7,3,20184,no_formal_federal_action_since_2023-05;has_informal_action
MO0098752,MADISON MINE,1050 COUNTY ROAD 263,FREDERICKTOWN,MO,63645,37.5415549,-90.279923,103,30,19961,no_formal_federal_action_since_2023-05;no_informal_action
VA0020184,VICTORIA EAST SEWAGE TREATMENT PLANT,1915 5TH ST,VICTORIA,VA,23974,36.995,-78.2161,19,4,20171,no_formal_federal_action_since_2023-05;has_informal_action
KY0031755,MUNFORDVILLE STP,RIVER RD,MUNFORDVILLE,KY,42765,37.26908,-85.88772,9,4,20174,no_formal_federal_action_since_2023-05;has_informal_action
LAG570131,TARA SUBDIVISION,210 MARIETTA PL,GRAY,LA,70359,29.679167,-90.760278,82,57,19993,no_formal_federal_action_since_2023-05;no_informal_action
MD0063801,UNIV.OF MARYLAND AT COLLEGE PK,U.S. RTE. #1 AND PAINT BRANCH,COLLEGE PARK,MD,20742,38.989166,-76.946112,5,5,20252,no_formal_federal_action_since_2023-05;no_informal_action
