npdes_id,facility_name,address,city,state,zip,lat,lng,lifetime_qtrs_any_snc,current_pollution_snc_streak,first_snc_qtr,enforcement_status
LAG540618,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- HILLSHIRE",DEPEN ST.,DUTCH TOWN,LA,70737,30.258056,-90.965556,100,100,20013,no_formal_federal_action_since_2023-05;no_informal_action
TXG130110,AUDASIT INC,ALONG THE EASTERN RIGHT-OF-WAY OF TEXAS HIGHWAY 12,WINNIE,TX,77665,29.724457,-94.373583,9,0,20242,no_formal_federal_action_since_2023-05;has_informal_action
COG081153,SEGMENT NUMBER 8 TWP,S OF E 96 AVE,THORNTON,CO,80229,39.867077,-104.925664,3,3,20254,no_formal_federal_action_since_2023-05;has_informal_action
IA0028525,NEW HAMPTON CITY OF STP,800 SOUTH LOCUST AVENUE,NEW HAMPTON,IA,50659,43.04746,-92.31405,18,5,19993,no_formal_federal_action_since_2023-05;no_informal_action
TN0002780,"CHATTEM CHEMICALS, INC. (SUN-PHARMA)",3708 ST. ELMO AVENUE,CHATTANOOGA,TN,37409,35.012612,-85.32737,17,8,20162,no_formal_federal_action_since_2023-05;has_informal_action
WVG550575,"POLK SANITATION DEVELOPMENT, INC.",59 1ST AVE,MURRAYSVILLE,WV,26164,39.0472,-81.7917,17,4,20184,no_formal_federal_action_since_2023-05;no_informal_action
IDR053081,THE AMALGAMATED SUGAR COMPANY LLC,50 SOUTH 500 WEST,PAUL,ID,83347,42.612500,-113.758400,6,6,20251,no_formal_federal_action_since_2023-05;has_informal_action
MI0023094,HARTFORD WWTP,53828 60TH ST,HARTFORD,MI,49057,42.2214,-86.1896,19,0,20171,no_formal_federal_action_since_2023-05;has_informal_action
NY0104809,BERGEN POINT WWTP,600 BERGEN AVENUE,WEST BABYLON,NY,11704,40.674306,-73.342389,13,5,20092,no_formal_federal_action_since_2023-05;no_informal_action
LAG540113,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- OREGON TRAIL",OREGON TRAIL,LAFAYETTE,LA,70503,30.214167,-92.111667,95,95,20024,no_formal_federal_action_since_2023-05;no_informal_action
PA0062537,EAST UNION TWP AUTH,65 SCHOOL HOUSE ROAD,SHEPPTON,PA,18248,40.902778,-76.125833,6,4,20224,no_formal_federal_action_since_2023-05;has_informal_action
PA0102610,VILLA VISTA ESTATES,159 TERRA DR,VALENCIA,PA,16059-2637,40.686389,-79.916667,8,4,20183,no_formal_federal_action_since_2023-05;has_informal_action
MAG590031,AYER W W T P,BROOK STREET,AYER,MA,01432,42.560833,-71.603611,12,10,20233,no_formal_federal_action_since_2023-05;no_informal_action
MO0137839,SAVERS FARM SUBDIVISION WWTF,COUNTY ROAD 302,JACKSON,MO,63755,37.4025797,-89.639674,14,4,20204,no_formal_federal_action_since_2023-05;no_informal_action
OH0021032,BLOOMVILLE WWTP,NORTH DOUGLAS STREET,BLOOMVILLE,OH,44818,41.057639,-83.01925,88,41,20031,no_formal_federal_action_since_2023-05;no_informal_action
MO0139505,CAMDEN POINT,101 THIRD ST,CAMDEN POINT,MO,64018,39.456633,-94.756552,3,3,20254,no_formal_federal_action_since_2023-05;no_informal_action
CT0101605,SOMERSVILLE WPCF,33 QUALITY AVENUE,SOMERS,CT,06071,41.98216,-72.49421,4,0,20253,no_formal_federal_action_since_2023-05;has_informal_action
MT0020249,JOLIET WWTP,.176KM S OF FRONT AVE E OFF COLE CREEK RD,JOLIET,MT,59041,45.486667,-108.961944,77,5,19961,no_formal_federal_action_since_2023-05;has_informal_action
PA0100315,COZY OAKS MHP,87 HUGHLEY RD,GREENVILLE,PA,16125,41.406111,-80.259722,13,4,20224,no_formal_federal_action_since_2023-05;has_informal_action
MO0116301,COUNTY LINE ESTATES WWTF,0.25 MI EAST OF THE INTERSECTION OF PARK,FULTON,MO,65251,38.9330035,-92.133305,11,3,20201,no_formal_federal_action_since_2023-05;no_informal_action
NY0260738,PORT ALBANY VENTURES,140 PORT ROAD SOUTH,ALBANY,NY,122021063,42.61225,-73.763833,19,3,20131,no_formal_federal_action_since_2023-05;has_informal_action
ILG640016,HARVEL WATERWORKS SYSTEM,77 E 50 NORTH RD,HARVEL,IL,62538,39.356375,-89.5300381,49,7,20114,no_formal_federal_action_since_2023-05;no_informal_action
LA0127775,"NATIONAL WATER INFRASTRUCTURE, LLC - LAMAR DIXON WWTP",9039 ST LANDRY RD,GONZALES,LA,70000,30.189814,-90.953809,3,3,20254,no_formal_federal_action_since_2023-05;no_informal_action
MO0133086,OAK RIDGE WWTP,0.5 MILES EAST OF HWY D AND,OAK RIDGE,MO,63769,37.4941693,-89.718331,8,0,20192,no_formal_federal_action_since_2023-05;no_informal_action
WV0084433,PINE GROVE TOWN OF,NORTH END OF LONG ADDITION,PINE GROVE,WV,26419,39.5606,-80.6903,51,0,20063,no_formal_federal_action_since_2023-05;no_informal_action
OH0151641,LITTLE PALM PROPERTIES LLC,1124 WAYNE AVE,ZANESVILLE,OH,43701,39.92029,-82.00147,9,9,20242,no_formal_federal_action_since_2023-05;has_informal_action
TX0075451,CITY OF SANTA ROSA WWTP,0.5 MI NE INTEX OF FMR 506 AND ST HWY 107,SANTA ROSA,TX,78593,26.261666,-97.820277,57,5,20084,no_formal_federal_action_since_2023-05;has_informal_action
LAG541119,WILOW VILLAS SUBDIVISION,KLEIN RD,HAMMOND,LA,70403,30.49,-90.492222,20,4,20151,no_formal_federal_action_since_2023-05;no_informal_action
COR415370,CANYONS SOUTH F2,NE LONGSTORY AVE & OFFBEATEN PL,UNINCORPORATED,CO,80108,39.416070,-104.820520,3,3,20254,no_formal_federal_action_since_2023-05;no_informal_action
TX0021784,CITY OF MARSHALL SOUTHSIDE WWTP,5517 FIVE NOTCH RD,MARSHALL,TX,75672,32.488611,-94.328611,25,5,19972,no_formal_federal_action_since_2023-05;has_informal_action
MO0035742,LAKE FOREST CLEAN WATER DISTRICT WWTF,0.6 MILES NE OF HWY O AND LAKEWOOD,STE. GENEVIEVE,MO,63670,37.9561901,-90.208339,34,9,20162,no_formal_federal_action_since_2023-05;no_informal_action
MSP091052,"PRECOAT MEZZANINE LLC, DBA PRECOAT METALS ",1095 MENDELL DAVIS DR,JACKSON,MS,39272-9110,32.166861,-90.262972,11,4,20082,no_formal_federal_action_since_2023-05;has_informal_action
OH0027987,WARREN WPCF,2323 MAIN AVE SW,WARREN,OH,44482,41.20135,-80.81007,10,4,19971,no_formal_federal_action_since_2023-05;has_informal_action
LAG570150,TWIN LAKE MHC LLC,31373 HWY 74,GEISMAR,LA,70734,30.2525,-90.9775,28,12,20161,no_formal_federal_action_since_2023-05;has_informal_action
COG318036,A27 CDP LIQUIDS LINE RELEASE REMEDIATION PROJECT,SPRAGUE GULCH RD AND HARRISON GULCH RD,PARACHUTE,CO,81635,39.7054,-108.1424,9,5,20232,no_formal_federal_action_since_2023-05;has_informal_action
GAP050342,SK BATTERY AMERICA,1523 STEVE REYNOLDS INDUSTRIAL BLVD,COMMERCE,GA,30529,34.23889,-83.48333,4,3,20203,no_formal_federal_action_since_2023-05;has_informal_action
KY0074969,FARMGATE WWTP,501 MICHAEL BLVD,FRANKFORT,KY,40601,38.13,-84.9325,45,32,20083,no_formal_federal_action_since_2023-05;has_informal_action
MAG640009,MYERS AVENUE W T P,MYERS AVENUE,ABINGTON,MA,02351,42.098889,-70.939444,8,8,20243,no_formal_federal_action_since_2023-05;no_informal_action
NM0027731,VILLAGE OF CHAMA,WASTE WATER PLANT,CHAMA,NM,87520,36.928361,-106.591694,66,4,20042,no_formal_federal_action_since_2023-05;no_informal_action
TX0142859,HACKBERRY WWTF,119 MAXWELL RD,HACKBERRY,TX,75036,33.150277,-96.920833,11,6,20233,no_formal_federal_action_since_2023-05;has_informal_action
LAG540110,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- MAGNOLIA WOODS",GREENFIELDS,LAFAYETTE,LA,70593,30.330556,-92.017778,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
OH0021342,DOYLESTOWN WPCF,135 CALABOONE RD,DOYLESTOWN,OH,44230,40.9648,-81.67967,60,4,20031,no_formal_federal_action_since_2023-05;has_informal_action
KY0113247,NEW MARION WWTP,333 PIPPI HARDIN BLVD,MARION,KY,42064,37.331667,-88.081389,8,3,20224,no_formal_federal_action_since_2023-05;has_informal_action
PA0024147,CUMBERLAND TWP SOUTH STP,1270 B FAIRFIELD RD,GETTYSBURG,PA,17325-7246,39.821389,-77.261389,4,3,20242,no_formal_federal_action_since_2023-05;has_informal_action
LAG560257,TWIN LAKE ESTATES,HOWES CEMETARY ROAD,PONCHATOULA,LA,70454,30.431389,-90.371389,17,3,20153,no_formal_federal_action_since_2023-05;no_informal_action
PA0043915,RIVER ROAD UTILITIES STP,3300 RIVER RD,MOUNT BETHEL,PA,18343-6122,40.875,-75.070833,7,4,20222,no_formal_federal_action_since_2023-05;has_informal_action
OH0054526,GREEN MEADOWS MHP,1 THORNLOCUST LANE,LONDON,OH,43140,39.9875,-83.391667,33,7,20013,no_formal_federal_action_since_2023-05;no_informal_action
WVG551155,AURORA SCHOOL,AURORA SCHOOL SITE,AURORA,WV,26705,39.3244,-79.5503,21,3,20171,no_formal_federal_action_since_2023-05;no_informal_action
LAG541934,LAKEVIEW APARTMENTS,14207 CLUB DELUXE RD,HAMMOND,LA,70402,30.475651,-90.493645,10,8,20241,no_formal_federal_action_since_2023-05;has_informal_action
VAG830610,AHDC GLEBE MOUNT VERNON,221 W GLEBE RD,ALEXANDRIA,VA,22305,38.836324,-77.062168,5,5,20252,no_formal_federal_action_since_2023-05;has_informal_action
PA0026361,LOWER LACKAWANNA VALLEY SANITARY AUTHORITY,COXTON RD,DURYEA,PA,18642-2067,41.348611,-75.780556,32,8,19961,no_formal_federal_action_since_2023-05;no_informal_action
NHG580020,WOODSTOCK W W T P,ROUTE 175 OLD DUMP ROAD,NORTH WOODSTOCK,NH,03262,44.024329,-71.680759,4,0,20253,no_formal_federal_action_since_2023-05;no_informal_action
NY0267953,HOPEWELL HAMLET SEWER DISTRICT,ROUTE 376,HOPEWELL JUNCTION,NY,12533,41.570556,-73.808889,7,5,20231,no_formal_federal_action_since_2023-05;has_informal_action
MO0134732,BERGER WWTF,404 ROSALIE,BERGER,MO,63014,38.6746647,-91.331249,13,3,20163,no_formal_federal_action_since_2023-05;no_informal_action
WY0030449,CRESTVIEW ESTATES W&S DISTRICT,UNKNOWN,UNKNOWN,WY,00000,44.2438,-105.46996,14,3,20221,no_formal_federal_action_since_2023-05;no_informal_action
COX634033,DAVIES MOBILE PARK WWTW,1648 E DOUGLAS RD,FORT COLLINS,CO,80524,40.639358,-105.049415,23,14,20203,no_formal_federal_action_since_2023-05;has_informal_action
CTUIC0477,"HILLANDALE FARMS CONN, LLC",17 SCHWARTZ ROAD,BOZRAH,CT,06334-1009,41.56891,-72.17146,38,4,20171,no_formal_federal_action_since_2023-05;no_informal_action
WV1016776,WESTRIDGE MINE,SOUTH SHAFFER ROAD,MADISON,WV,25130,38.0719,-81.9653,38,24,20171,no_formal_federal_action_since_2023-05;no_informal_action
MO0092525,VERONA WWTP,WEST TERMINUS OF W ASH ST,VERONA,MO,65769,36.966778,-93.801422,14,4,20191,no_formal_federal_action_since_2023-05;no_informal_action
NY0024899,CATO-MERIDIAN ELEM/MIDDLE AND HIGH SCHOOLS & BUS GARAGE,2851 ROUTE 370 E,CATO,NY,13033,43.176944,-76.552500,30,9,20174,no_formal_federal_action_since_2023-05;no_informal_action
WIR05IA0D,GREEN BAY AUSTIN STRAUBEL INTERNATIONAL AIRPORT,2077 AIRPORT DRIVE,GREEN BAY,WI,54313,44.492300,-88.127700,8,5,20242,no_formal_federal_action_since_2023-05;no_informal_action
WYG740952,"SMITH'S #182 FUEL CENTER - ROCK SPRINGS, WY",2558 FOOTHILL BLVD.,ROCK SPRINGS,WY,82901,41.5829565,-109.261914,3,3,20254,no_formal_federal_action_since_2023-05;no_informal_action
MO0130958,INDIAN SPRING ESTATES WWTF,INDIAN SPRING DRIVE,JACKSON,MO,63755,37.388611,-89.721949,28,13,20164,no_formal_federal_action_since_2023-05;no_informal_action
CA0030236,CUPERTINO QUARRY,12100 STEVENS CANYON RD,CUPERTINO,CA,95014-5443,37.29643,-122.08015,17,0,20222,no_formal_federal_action_since_2023-05;no_informal_action
LAG540093,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- COTE GELEE APARTMENTS","SOUTH DOMINIC GIROORD, OFF US 90",LAFAYETTE,LA,70593,30.148056,-91.948889,98,98,20021,no_formal_federal_action_since_2023-05;no_informal_action
TX0141836,CIVITAS AT CROWLEY WWTP,APPROX 2395FT N OF INT OF OLD GRANBURY RD  ,CITY OF CROWLEY,TX,76036,32.563111,-97.425286,5,5,20252,no_formal_federal_action_since_2023-05;has_informal_action
LAG570565,CALCASIEU PARISH POLICE JURY,4879 HWY 14 EAST,IOWA,LA,70647,30.157306,-93.107000,16,8,20182,no_formal_federal_action_since_2023-05;no_informal_action
TN0042072,FIRST UTILITY DISTRICT OF HARDIN COUNTY WTP,7935 HIGHWAY 57,COUNCE,TN,38365,35.051,-88.247,17,0,19991,no_formal_federal_action_since_2023-05;no_informal_action
PA0056081,WYCOMBE HOUSE STP,1073 MILL CREEK RD,WYCOMBE,PA,18980,40.281028,-75.018083,10,4,20211,no_formal_federal_action_since_2023-05;has_informal_action
LAG540375,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- LA AMITE","END OF LATIMER DR, OFF LA HWY 1028",DENHAM SPRINGS,LA,70726,30.515,-90.962222,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
NY0068080,MELVILLE MALL STP,ROUTE 110,MELVILLE,NY,11747,40.798083,-73.411167,70,24,20063,no_formal_federal_action_since_2023-05;has_informal_action
IL0022250,"TEASDALE FOODS, INC.","215 WEST WASHINGTON STREET, POST OFFICE BOX 405",HOOPESTON,IL,60942,40.46,-87.68,26,4,20163,no_formal_federal_action_since_2023-05;has_informal_action
WV1020005,CHERRY TREE REFUSE FACILITY,OFF PUB ROAD 2/2,ASHFORD,WV,25009,38.2106,-81.7789,25,5,20181,no_formal_federal_action_since_2023-05;no_informal_action
NY0208370,SQUIRE GREENS TREATMENT FACILITY,WATCHHILL ROAD,PAWLING,NY,12564,41.5865,-73.610722,11,10,20234,no_formal_federal_action_since_2023-05;has_informal_action
WV1013599,RUFFNER MINE,RUM CREEK ROAD,YOLYN,WV,25654,37.8158,-81.8789,35,24,20171,no_formal_federal_action_since_2023-05;no_informal_action
IN0056537,CLARK ELEMENTARY SCHOOL WWTP,5764 E 700 N,WHITELAND,IN,46184,39.583889,-85.994389,10,3,20143,no_formal_federal_action_since_2023-05;has_informal_action
WVG551009,MIDWAY ELEMENTARY,267 MIDWAY ROAD,ALUM CREEK,WV,25003,38.26,-81.8364,6,3,20194,no_formal_federal_action_since_2023-05;no_informal_action
IDG910006,ATLANTA GOLD CORPORATION OF AMERICA INC - ATLANTA GOLD PROJECT,1.5 MILES SOUTH OF ATLANTA ON MINE HILL ROAD,ATLANTA,ID,83601,43.791903,-115.112008,58,32,20102,no_formal_federal_action_since_2023-05;no_informal_action
LAG540088,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- BEAU CHAMPS SUBDIVISION",132 CHICKORY LN,LAFAYETTE,LA,70503,30.142778,-92.116944,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
PA0218081,WHEMCO STEEL CASTINGS INC,601 W 7TH AVE,HOMESTEAD,PA,15120-1064,40.392222,-79.932222,5,5,20252,no_formal_federal_action_since_2023-05;no_informal_action
MD0020842,USDA EAST-SIDE WWTP,BUILDING 218 BARC-EAST,BELTSVILLE,MD,20705,39.024722,-76.886111,35,26,20124,no_formal_federal_action_since_2023-05;no_informal_action
TX0132608,SUNRAY WWTP,1 MI NE OF THE INTERX OF FM 119 AND FM 281,SUNRAY,TX,79086,36.03862,-101.8207,31,12,20143,no_formal_federal_action_since_2023-05;has_informal_action
COG591010,PURGATORY METROPOLITAN DIST,0.3 MI E OF DURANGO MTN RESORT HWY 550 N,DURANGO,CO,81301,37.634497,-107.806298,7,7,20244,no_formal_federal_action_since_2023-05;has_informal_action
MO0112224,HIGHVIEW SUBDIVISION WEST WWTF,SOUTH OF HWY H AND CR 305 INTERSECTION,FULTON,MO,65251,38.8207738,-92.01261,27,3,20151,no_formal_federal_action_since_2023-05;no_informal_action
WVG640034,BIG SPRINGS WTP,2219 WINCHESTER AVENUE,MARTINSBURG,WV,25401,39.4264,-77.9864,28,12,20173,no_formal_federal_action_since_2023-05;no_informal_action
IDG130005,JONES FISH HATCHERY,1106 EAST 2900 SOUTH,HAGERMAN,ID,83332,42.788444,-114.8645,13,5,20022,no_formal_federal_action_since_2023-05;has_informal_action
MI0022802,GLWA WRRF,9300 W JEFFERSON AVE,DETROIT,MI,48209,42.2847,-83.1287,57,5,19961,no_formal_federal_action_since_2023-05;has_informal_action
IL0080088, CARBON HILL STP,720 W JUDSON ST,CARBON HILL,IL,60416,41.298889,-88.300278,18,10,20221,no_formal_federal_action_since_2023-05;no_informal_action
MO0095176,URBANA WWTF,0.13 MI NE OF THE INTERSECTION OF OAK ST,URBANA,MO,65767,37.846862,-93.16447,18,8,20172,no_formal_federal_action_since_2023-05;no_informal_action
OH0147621,NEWTONSVILLE AREA WASTEWATER TREATMENT PLANT,800 WRIGHT STREET,NEWTONSVILLE,OH,45158,39.178916,-84.090021,13,7,20174,no_formal_federal_action_since_2023-05;no_informal_action
OH0092550,BAZETTA WWTP,1440 STERLING DR,CORTLAND,OH,44484,41.31843,-80.76998,16,3,20081,no_formal_federal_action_since_2023-05;has_informal_action
NY0027901,OCSD #1 HARRIMAN STP,72 RIVER RD,HARRIMAN,NY,10926,41.311611,-74.142278,42,3,19971,no_formal_federal_action_since_2023-05;has_informal_action
MS0061077,MCCOMB POTW,1052 SOUTH YARD ROAD,MCCOMB,MS,39648,31.211111,-90.450833,7,5,20102,no_formal_federal_action_since_2023-05;has_informal_action
MO0108685,ROLLING MEADOWS COMMUNITY LLC,END OF COTTONWOOD DRIVE,FORSYTH,MO,65653,36.7206365,-93.119059,23,4,20181,no_formal_federal_action_since_2023-05;no_informal_action
ILR006971,REPUBLIC SERVICES INC,5050 W LAKE ST,MELROSE PARK,IL,60160,+41.999722,-87.996667,4,4,20253,no_formal_federal_action_since_2023-05;no_informal_action
IA0067814,"HICKORY GROVE COURT, LLC",2279 E. 190TH STREET,AMES,IA,50010,42.07852,-93.58099,24,7,19972,no_formal_federal_action_since_2023-05;has_informal_action
OH0009865,NEW RICHMOND DEVELOPMENT CORP,757 US RTE 52,NEW RICHMOND,OH,45157,38.99278,-84.2966,10,4,19971,no_formal_federal_action_since_2023-05;has_informal_action
LA0079294,"NATIONAL WATER INFRASTRUCTURE, LLC - VILLA GALVEZ",EAST SIDE OF HWY 44,PRAIRIEVILLE,LA,70769,30.300278,-90.920833,15,8,20102,no_formal_federal_action_since_2023-05;has_informal_action
COG589159,OAK CREEK TOWN OF,129 NANCY CRAWFORD BLVD,OAK CREEK,CO,80467,40.882,-106.99,15,8,20222,no_formal_federal_action_since_2023-05;has_informal_action
IN0043966,SPEEDWAY STORE #8061 LLC,6193 S SR 109,KNIGHTSTOWN,IN,46148,39.841528,-85.560639,20,7,19993,no_formal_federal_action_since_2023-05;has_informal_action
ARG640085,CLINTON WATER & SEWER,749 WATER ROAD,CLINTON,AR,72031,35.542500,-92.369444,10,4,20073,no_formal_federal_action_since_2023-05;no_informal_action
MS0039802,"MAGNOLIA PROCESSING INC, PRIDE OF THE POND",5255 HWY 4 EAST,TUNICA,MS,38676,34.627222,-90.313889,42,12,20022,no_formal_federal_action_since_2023-05;has_informal_action
NY0267082,LAUNDRY PLACE,411-B HORSEBLOCK ROAD,FARMINGVILLE,NY,11738,40.835833,-73.048611,48,23,20092,no_formal_federal_action_since_2023-05;no_informal_action
OH0053171,VILLAGE OF ARLINGTON WWTP,FELLOWSHIP DRIVE,ARLINGTON,OH,45814,40.900278,-83.658333,26,3,20182,no_formal_federal_action_since_2023-05;has_informal_action
KY0047431,BRODHEAD WWTP,RIDGE RD,BRODHEAD,KY,40409,37.408056,-84.42,89,29,19961,no_formal_federal_action_since_2023-05;has_informal_action
WVG550734,NATIONAL RADIO OBSERVATORY,155 OBSERVATORY DRIVE,GREEN BANK,WV,24944,38.4364,-79.8222,18,6,20211,no_formal_federal_action_since_2023-05;no_informal_action
COG591016,EADS WWTF,APPROX 3/4 MI SE OF TOWN,EADS,CO,81036,38.466111,-102.769444,5,5,20252,no_formal_federal_action_since_2023-05;has_informal_action
LAG540130,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- WOODLAND ESTATES",NEXT TO 100 PAPERSHELL,BROUSSARD,LA,70898,30.1325,-91.984722,102,58,20004,no_formal_federal_action_since_2023-05;no_informal_action
PA0001937,CANONSBURG PLT,30 CURRY AVE,CANONSBURG,PA,15317-0440,40.268333,-80.167778,17,4,20221,no_formal_federal_action_since_2023-05;has_informal_action
KY0098418,DNA OLDHAM LANDLORD LLC,2600 KY 146 E,LA GRANGE,KY,40031,38.4175,-85.348892,27,6,20024,no_formal_federal_action_since_2023-05;has_informal_action
KYG640182,GREENUP WTP,1005 WALNUT ST,GREENUP,KY,41144,38.57299,-82.84448,17,4,20192,no_formal_federal_action_since_2023-05;has_informal_action
MO0092789,SHADY LANE MHP WWTF,12601 OLD HIGHWAY 66,ROLLA,MO,65401,37.9840872,-91.694814,21,0,20164,no_formal_federal_action_since_2023-05;no_informal_action
UTG071992,SR-30 WIDENING FROM SR-23 TO SR-252,SR-30 FROM SR-23 TO SR-252,LOGAN,UT,84321,41.745636,-111.933581,3,3,20254,no_formal_federal_action_since_2023-05;has_informal_action
NY0250520,KIRYAS JOEL (V) WWTP,BAKERSTOWN ROAD,MONROE,NY,10950,41.333028,-74.1595,33,19,20061,no_formal_federal_action_since_2023-05;has_informal_action
COG641148,CENTRAL CITY WTF,1155 CR 1 N,CENTRAL CITY,CO,80427,39.811389,-105.535,3,3,20254,no_formal_federal_action_since_2023-05;has_informal_action
ILG640107,RIDGE FARM WTP,100 NORTH ROAD,HUME,IL,61870,39.881667,-87.651667,44,8,19962,no_formal_federal_action_since_2023-05;no_informal_action
PA0056065,IMMACULATA UNIVERSITY STP,1145 KING RD,IMMACULATA,PA,19345-9903,40.030278,-75.56575,3,3,20254,no_formal_federal_action_since_2023-05;has_informal_action
WV0045543,RIPLEY WWTP,LAT: 38 49'30  LONG: 81 43'10 ,"RIPLEY, WV",WV,25271,38.825,-81.7194,44,3,20061,no_formal_federal_action_since_2023-05;no_informal_action
NC0007552,FREEMASON WTP,W FREEMASON ST,EDENTON,NC,27932,36.064722,-76.613333,19,19,20214,no_formal_federal_action_since_2023-05;has_informal_action
PA0033073,PA DOT REST AREA 26,I-80 WESTBOUND,REYNOLDSVILLE,PA,15851,41.150278,-78.940833,18,11,20174,no_formal_federal_action_since_2023-05;has_informal_action
NY0029106,OSWEGO (C) WEST SIDE WWTF,COR FIRST AVE & W SCHUYLER ST,OSWEGO,NY,13126,43.455778,-76.528444,53,20,19981,no_formal_federal_action_since_2023-05;has_informal_action
MO0134791,EMORY CREEK RANCH WWTP,TERMINUS OF N WOODS WAY,BRANSON,MO,65616,36.748204,-93.243322,51,7,20114,no_formal_federal_action_since_2023-05;no_informal_action
PA0248029,HUSTONTOWN STP,SPRING DRIVE,HUSTONTOWN,PA,17229-0606,40.048889,-78.031944,9,0,20223,no_formal_federal_action_since_2023-05;has_informal_action
LAG540117,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- RAY HEIGHTS",ELIE DR,LAFAYETTE,LA,70593,30.0775,-92.006667,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
MS0046906,O B CURTIS WATER TREATMENT PLANT,100 O B CURTIS DRIVE,RIDGELAND,MS,39157,32.403500,-90.088833,60,7,19971,no_formal_federal_action_since_2023-05;no_informal_action
LAG570288,"NATIONAL WATER INFRASTRUCTURE, LLC - HENDERSON BAYOU SUBDIVISION",15257 W. BAYOU,PRAIRIEVILLE,LA,70769,30.298056,-90.884417,44,8,20102,no_formal_federal_action_since_2023-05;has_informal_action
TX0064513,CITY OF WEST TAWAKONI WWTP,0.33 MI S OF INTX OF COVE DR AND E RABBIT COVE RD,WEST TAWAKONI,TX,75474,32.8825,-96.015,56,5,19973,no_formal_federal_action_since_2023-05;has_informal_action
IA0043176,RUSSELL CITY OF STP,UNKNOWN,RUSSELL,IA,50238,40.97887,-93.18555,39,5,19962,no_formal_federal_action_since_2023-05;no_informal_action
WY0022128,B & R MOBILE HOME VILLAGE,UNKNOWN,UNKNOWN,WY,00000,41.52171,-109.46896,32,6,20133,no_formal_federal_action_since_2023-05;has_informal_action
CO0048830,GYPSUM TOWN OF WWTF,437-B PORPHYRY RD,EAGLE COUNTY,CO,81637,39.6522,-106.9623,12,5,20212,no_formal_federal_action_since_2023-05;has_informal_action
MO0101788,NESTLE PURINA PETCARE COMPANY,22450 STATE HIGHWAY Y,BLOOMFIELD,MO,63825,36.9586391,-89.868087,13,3,20162,no_formal_federal_action_since_2023-05;no_informal_action
MO0120022,MAWC MAPLE LEAF WWTF,11044 MAPLE LEAF LANE,HOLTS SUMMIT,MO,65043,38.6597244,-92.080475,6,5,20242,no_formal_federal_action_since_2023-05;no_informal_action
LAG540097,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- COUNTRY RUN",COUNTRY RUN DR,LAFAYETTE,LA,70593,30.106389,-91.964444,100,100,20013,no_formal_federal_action_since_2023-05;no_informal_action
AR0037249,HOLIDAY ISLAND SUBURBAN IMPROVEMENT DISTRICT WWTP,8 ELM LANE,HOLIDAY ISLAND,AR,72631,36.499194,-93.751278,72,4,19961,no_formal_federal_action_since_2023-05;no_informal_action
LA0064963,"DRY PRONG, TOWN OF",0.5 MILE SOUTH; OFF LA HWY 167,DRY PRONG,LA,71423,31.569167,-92.520556,40,4,19961,no_formal_federal_action_since_2023-05;has_informal_action
LAG540068,"MAGNOLIA WATER UTILITY OPERATING CO., LLC- OAK SHADOWS",PINOAK DR,GARDNER,LA,71431,31.295,-92.621944,101,101,20012,no_formal_federal_action_since_2023-05;no_informal_action
AR0050296,"EI DORADO, CITY OF-OUACHITA RIVER JOINT PIPELINE",6 MILES DUE EAST OF HWY 167,EL DORADO,AR,00000,33.291528,-92.469667,8,5,20224,no_formal_federal_action_since_2023-05;has_informal_action
WV0082759,OH/ INW/ BH/ NE 001-004,EAGLE SCHOOL,MARTINSBURG,WV,25402,39.4667,-77.9361,74,11,20061,no_formal_federal_action_since_2023-05;no_informal_action
WV0096148,KERMIT REFUSE IMPOUNDMENT & DEEP MINE,"ROUTE 52, BURNING CREEK AT KERMIT",MATEWAN,WV,25678,37.8275,-82.3811,26,5,20181,no_formal_federal_action_since_2023-05;no_informal_action
OH0139963,GLENFORD WWTP,SR 204 & N MAIN ST,GLENFORD,OH,43739,39.8869444,-82.3213889,22,3,20162,no_formal_federal_action_since_2023-05;has_informal_action
TX0026883,CITY OF VAN ALSTYNE WWTP,361 SPAIN RD,VAN ALSTYNE,TX,75495,33.4225,-96.550555,41,0,20002,no_formal_federal_action_since_2023-05;has_informal_action
CA0048127,LOMPOC REGIONAL WWRF,1801 WEST CENTRAL AVE,LOMPOC,CA,93436,34.662028,-120.483667,8,0,20053,no_formal_federal_action_since_2023-05;no_informal_action
MD3724X17,FORT WHALEY CAMPGROUND,11224 DALE ROAD,WHALEYVILLE ,MD,21872,38.38241,-75.31313,14,3,20211,no_formal_federal_action_since_2023-05;no_informal_action
